# Quick character corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: char,quick_code,cangjie_code,freq,hk_core
char,quick_code,cangjie_code,freq,hk_core
鄵,rl,rdnl,0.2137,0
听,rl,rhml,0.2117,0
㖿,rl,rsjl,0.2002,0
啣,rl,roml,0.2001,0
𠱸,rl,rsll,0.2000,0
咗,rm,rkm,0.9700,1
咁,rm,rtm,0.9050,1
叼,rm,rsm,0.3226,0
噓,rm,rypm,0.2602,0
啞,rm,rmlm,0.2586,0
呸,rm,rmfm,0.2561,0
嗟,rm,rtqm,0.2491,0
喧,rm,rjmm,0.2473,0
趾,rm,rmylm,0.2453,0
咀,rm,rbm,0.2441,0
嗡,rm,rcim,0.2407,0
喳,rm,rdam,0.2361,0
蹋,rm,rmasm,0.2357,0
唾,rm,rhjm,0.2352,0
嚦,rm,rmhm,0.2341,0
蹉,rm,rmtqm,0.2288,0
唖,rm,rmlm,0.2274,0
噏,rm,rorm,0.2264,0
嘓,rm,rwim,0.2250,0
叿,rm,rm,0.2249,0
啌,rm,rjcm,0.2236,0
呾,rm,ram,0.2226,0
嘒,rm,rqjm,0.2211,0
呧,rm,rhpm,0.2207,0
咺,rm,rmam,0.2195,0
呠,rm,rdm,0.2180,0
唌,rm,rnkm,0.2177,0
呁,rm,rpim,0.2170,0
蹅,rm,rmdam,0.2164,0
踁,rm,rmmvm,0.2150,0
跙,rm,rmbm,0.2149,0
蹹,rm,rmorm,0.2146,0
躖,rm,rmvim,0.2146,0
翤,rm,rbsmm,0.2133,0
躢,rm,rmanm,0.2129,0
𠳏,rm,rqym,0.2000,0
𠼭,rm,roum,0.2000,0
𠽌,rm,rmbm,0.2000,0
𨃩,rm,rmhsm,0.2000,0
嘢,rn,rwgn,0.9400,1
號,rn,rsypn,0.7261,0
別,rn,rsln,0.6979,0
哼,rn,ryrn,0.3971,0
咧,rn,rmnn,0.3783,0
喇,rn,rdln,0.3351,0
嗲,rn,rckn,0.3007,0
喻,rn,romn,0.2788,0
吟,rn,roin,0.2764,0
咒,rn,rrhn,0.2724,0
咦,rn,rkn,0.2660,0
叮,rn,rmn,0.2539,0
哆,rn,rnin,0.2495,0
吃,rn,ron,0.2447,0
吭,rn,ryhn,0.2436,0
唬,rn,rypn,0.2431,0
嘜,rn,rjon,0.2388,0
唰,rn,rsbn,0.2380,0
踰,rn,rmomn,0.2369,0
嚀,rn,rjpn,0.2336,0
咑,rn,rqmn,0.2324,0
唎,rn,rhdn,0.2314,0
哘,rn,rhon,0.2275,0
喨,rn,ryrn,0.2269,0
跢,rn,rmnin,0.2237,0
咓,rn,rmvn,0.2222,0
噖,rn,rmgn,0.2219,0
嚠,rn,rhcn,0.2217,0
蹏,rn,rmhyn,0.2198,0
咈,rn,rlln,0.2197,0
哵,rn,rrsn,0.2182,0
劋,rn,rdln,0.2172,0
瓹,rn,rbmvn,0.2156,0
趷,rn,rmon,0.2153,0
嗁,rn,rhyn,0.2143,0
趻,rn,rmoin,0.2140,0
呝,rn,rhsn,0.2139,0
刡,rn,rpln,0.2138,0
跠,rn,rmkn,0.2123,0
剈,rn,rbln,0.2113,0
叽,rn,rhn,0.2000,0
跌,ro,rmhqo,0.4935,0
跳,ro,rmlmo,0.4655,0
吹,ro,rno,0.4243,0
足,ro,ryo,0.3813,0
咳,ro,ryvo,0.3079,0
嘆,ro,rtlo,0.2734,0
蹤,ro,rmhoo,0.2561,0
嚎,ro,ryro,0.2475,0
噗,ro,rtco,0.2474,0
呱,ro,rhvo,0.2465,0
噬,ro,rhmo,0.2464,0
啄,ro,rmso,0.2439,0
喙,ro,rvno,0.2389,0
嗽,ro,rdlo,0.2383,0
啶,ro,rjmo,0.2373,0
蹶,ro,rmmto,0.2357,0
唻,ro,rdoo,0.2352,0
趺,ro,rmqo,0.2350,0
噘,ro,rmto,0.2346,0
呋,ro,rqo,0.2344,0
呎,ro,rso,0.2340,0
叺,ro,ro,0.2316,0
蹼,ro,rmtco,0.2301,0
噱,ro,rypo,0.2291,0
嚏,ro,rjbo,0.2283,0
哫,ro,rryo,0.2278,0
嘥,ro,rhoo,0.2258,0
噷,ro,ryao,0.2251,0
唊,ro,rkoo,0.2201,0
唗,ro,rgyo,0.2188,0
啑,ro,rjlo,0.2185,0
呹,ro,rhqo,0.2184,0
踨,ro,rmooo,0.2178,0
踶,ro,rmamo,0.2177,0
跿,ro,rmgyo,0.2170,0
躆,ro,rmypo,0.2170,0
蹝,ro,rmhoo,0.2169,0
踀,ro,rmryo,0.2158,0
嚔,ro,rjbo,0.2151,0
噞,ro,romo,0.2147,0
踕,ro,rmjlo,0.2130,0
咷,ro,rlmo,0.2000,0
𠺢,ro,rjmo,0.2000,0
呢,rp,rsp,0.9200,1
嗯,rp,rwkp,0.7436,0
民,rp,rvp,0.4190,0
唸,rp,roip,0.3393,0
噁,rp,rmmp,0.2465,0
吡,rp,rpp,0.2409,0
叱,rp,rp,0.2390,0
呲,rp,rymp,0.2380,0
噫,rp,rytp,0.2349,0
吒,rp,rhp,0.2325,0
愍,rp,rkp,0.2325,0
咜,rp,rjp,0.2323,0
嚨,rp,rybp,0.2323,0
咾,rp,rjkp,0.2322,0
跎,rp,rmjp,0.2309,0
跩,rp,rmlwp,0.2301,0
唿,rp,rphp,0.2290,0
跽,rp,rmsup,0.2286,0
吪,rp,rop,0.2235,0
呡,rp,rrvp,0.2231,0
跐,rp,rmymp,0.2231,0
喼,rp,rnsp,0.2230,0
囇,rp,rmmp,0.2219,0
嚖,rp,rqjp,0.2215,0
唣,rp,rhap,0.2187,0
躘,rp,rmybp,0.2169,0
躧,rp,rmmmp,0.2166,0
跜,rp,rmsp,0.2144,0
踗,rp,rmoip,0.2117,0
蹗,rp,rmixp,0.2116,0
咤,rp,rjhp,0.2059,0
㖭,rp,rhkp,0.2012,0
㗾,rp,rtjp,0.2000,0
𠻹,rp,rehp,0.2000,0
咩,rq,rtq,0.9250,1
噠,rq,rygq,0.3112,0
哖,rq,roq,0.2352,0
哞,rq,rihq,0.2327,0
吽,rq,rhq,0.2323,0
躂,rq,rmygq,0.2301,0
躌,rq,rmotq,0.2263,0
唪,rq,rqkq,0.2234,0
踺,rq,rmnkq,0.2234,0
跘,rq,rmfq,0.2231,0
噒,rq,rfdq,0.2214,0
喡,rq,rdmq,0.2205,0
哰,rq,rjhq,0.2202,0
跭,rq,rmheq,0.2180,0
蹸,rq,rmfdq,0.2169,0
嗱,rq,rorq,0.2014,0
唔,rr,rmmr,0.9780,1
嗰,rr,rowr,0.9100,1
啱,rr,rumr,0.9000,1
啊,rr,rnlr,0.7366,0
哈,rr,romr,0.7068,0
啥,rr,romr,0.6830,0
咯,rr,rher,0.6489,0
路,rr,rmher,0.6091,0
喊,rr,rihr,0.4659,0
器,rr,rrikr,0.4586,0
品,rr,rrr,0.4163,0
呵,rr,rmnr,0.3865,0
呂,rr,rhr,0.3399,0
咖,rr,rksr,0.2823,0
嘔,rr,rsrr,0.2565,0
嗆,rr,roir,0.2557,0
喀,rr,rjhr,0.2513,0
嗒,rr,rtor,0.2505,0
嗣,rr,rbsmr,0.2488,0
嘻,rr,rgrr,0.2451,0
喏,rr,rtkr,0.2450,0
咕,rr,rjr,0.2407,0
囂,rr,rrmcr,0.2402,0
踮,rr,rmiyr,0.2402,0
踞,rr,rmsjr,0.2348,0
嗬,rr,rtor,0.2344,0
跖,rr,rmmr,0.2343,0
啝,rr,rhdr,0.2337,0
咭,rr,rgr,0.2335,0
蹌,rr,rmoir,0.2331,0
哃,rr,rbmr,0.2323,0
唁,rr,rymr,0.2314,0
跏,rr,rmksr,0.2314,0
嗐,rr,rjqr,0.2312,0
跆,rr,rmir,0.2312,0
哬,rr,romr,0.2308,0
呴,rr,rpr,0.2289,0
嘂,rr,rrvlr,0.2280,0
哠,rr,rhgr,0.2270,0
啁,rr,rbgr,0.2266,0
噐,rr,rrmrr,0.2266,0
吅,rr,rr,0.2255,0
跕,rr,rmyr,0.2247,0
呫,rr,ryr,0.2236,0
踣,rr,rmytr,0.2234,0
踟,rr,rmokr,0.2226,0
唅,rr,roir,0.2219,0
跼,rr,rmssr,0.2219,0
咍,rr,rir,0.2211,0
碞,rr,rrrr,0.2211,0
嚻,rr,rrmcr,0.2210,0
唂,rr,rcor,0.2208,0
呞,rr,rsmr,0.2204,0
嚚,rr,rrslr,0.2203,0
喖,rr,rdjr,0.2201,0
嘼,rr,rrwmr,0.2201,0
踦,rr,rmkmr,0.2192,0
咶,rr,rhjr,0.2190,0
啚,rr,rjwr,0.2184,0
跍,rr,rmjr,0.2169,0
跔,rr,rmpr,0.2164,0
跲,rr,rmomr,0.2158,0
踻,rr,rmbbr,0.2156,0
蹃,rr,rmtkr,0.2151,0
噡,rr,rncr,0.2142,0
跒,rr,rmmnr,0.2110,0
吕,rr,rr,0.2059,0
踎,rr,rmmfr,0.2048,0
啹,rr,rsjr,0.2035,0
喎,rr,rbbr,0.2034,0
𠶧,rr,riyr,0.2000,0
𠺝,rr,rdhr,0.2000,0
𡀔,rr,rrmr,0.2000,0
咋,rs,ros,0.5401,0
另,rs,rks,0.5239,0
距,rs,rmss,0.4083,0
跨,rs,rmkms,0.3345,0
叻,rs,rks,0.2810,0
嘞,rs,rtjs,0.2765,0
呦,rs,rvis,0.2584,0
嘮,rs,rffs,0.2439,0
勛,rs,rcks,0.2400,0
踴,rs,rmnbs,0.2323,0
呺,rs,rrms,0.2286,0
嗙,rs,rybs,0.2274,0
咵,rs,rkms,0.2243,0
咢,rs,rrmms,0.2200,0
趽,rs,rmyhs,0.2188,0
唀,rs,rhds,0.2160,0
号,rs,rmvs,0.2147,0
啦,rt,rqyt,0.7470,0
蹬,rt,rmnot,0.2588,0
噎,rt,rgbt,0.2437,0
嗑,rt,rgit,0.2405,0
嗌,rt,rtct,0.2363,0
噔,rt,rnot,0.2353,0
跚,rt,rmbt,0.2324,0
嚧,rt,rypt,0.2291,0
趼,rt,rmmt,0.2282,0
呭,rt,rpt,0.2278,0
哢,rt,rmgt,0.2256,0
喅,rt,rayt,0.2225,0
嗢,rt,rabt,0.2225,0
喯,rt,rkjt,0.2217,0
哣,rt,rmrt,0.2205,0
呏,rt,rht,0.2196,0
嚂,rt,rsit,0.2196,0
啽,rt,rort,0.2151,0
跰,rt,rmtt,0.2151,0
嚍,rt,rlmt,0.2150,0
咞,rt,rmt,0.2140,0
跇,rt,rmpt,0.2137,0
异,rt,rut,0.2059,0
嘅,ru,raiu,0.9800,1
吧,ru,rau,0.7848,0
跑,ru,rmpru,0.6163,0
呃,ru,rmsu,0.4659,0
咱,ru,rhbu,0.4323,0
兄,ru,rhu,0.3553,0
吼,ru,rndu,0.3058,0
跪,ru,rmnmu,0.2684,0
邑,ru,rau,0.2537,0
巳,ru,ru,0.2506,0
吮,ru,rihu,0.2407,0
蹺,ru,rmggu,0.2382,0
蹴,ru,rmyfu,0.2376,0
咣,ru,rfmu,0.2370,0
黽,ru,rxu,0.2346,0
嘵,ru,rggu,0.2335,0
嚙,ru,rymu,0.2335,0
嘧,ru,rjpu,0.2329,0
唵,ru,rklu,0.2326,0
唲,ru,rhxu,0.2324,0
噈,ru,ryfu,0.2321,0
鼉,ru,rrwmu,0.2320,0
咄,ru,ruu,0.2316,0
躚,ru,rmymu,0.2314,0
跣,ru,rmhgu,0.2313,0
咆,ru,rpru,0.2310,0
哯,ru,rbuu,0.2305,0
唍,ru,rjmu,0.2299,0
呪,ru,rrhu,0.2277,0
唴,ru,rtgu,0.2258,0
哾,ru,rcru,0.2253,0
啕,ru,rpou,0.2242,0
喦,ru,rrru,0.2232,0
啘,ru,rjnu,0.2220,0
嚫,ru,rydu,0.2220,0
踡,ru,rmfqu,0.2215,0
噛,ru,rymu,0.2214,0
跁,ru,rmau,0.2201,0
嗈,ru,rvvu,0.2194,0
踠,ru,rmjnu,0.2182,0
啂,ru,rbdu,0.2175,0
啒,ru,rsuu,0.2163,0
睯,ru,rkbu,0.2160,0
氉,ru,rdhqu,0.2150,0
嗂,ru,rbou,0.2146,0
唈,ru,rrau,0.2145,0
覨,ru,rsbuu,0.2141,0
踲,ru,rmhju,0.2132,0
蹮,ru,rmmwu,0.2114,0
踂,ru,rmsju,0.2099,0
吨,ru,rpu,0.2059,0
嵒,ru,rrru,0.2025,0
囓,ru,rqhu,0.2001,0
呒,ru,rmku,0.2000,0
𡃁,ru,rqbu,0.2000,0
𧿁,ru,rmmu,0.2000,0
𨈇,ru,rmswu,0.2000,0
跟,rv,rmav,0.7297,0
喝,rv,rapv,0.5706,0
噶,rv,rtav,0.4497,0
喂,rv,rwmv,0.3612,0
嘍,rv,rllv,0.3587,0
嚷,rv,ryrv,0.2482,0
躥,rv,rmjcv,0.2462,0
哌,rv,rhhv,0.2423,0
哏,rv,rav,0.2368,0
喓,rv,rmwv,0.2363,0
饕,rv,rnoiv,0.2360,0
踉,rv,rmiav,0.2343,0
噥,rv,rtwv,0.2333,0
嚶,rv,rbcv,0.2324,0
嘙,rv,reev,0.2321,0
囔,rv,rjbv,0.2293,0
咹,rv,rjv,0.2287,0
喰,rv,roiv,0.2281,0
哴,rv,riav,0.2240,0
唼,rv,rytv,0.2238,0
唩,rv,rhdv,0.2235,0
嘦,rv,rcmwv,0.2232,0
蹆,rv,rmyav,0.2222,0
囅,rv,rjstv,0.2219,0
蹍,rv,rmstv,0.2219,0
躐,rv,rmvvv,0.2219,0
啿,rv,rtmv,0.2198,0
喩,rv,romv,0.2198,0
喴,rv,rihv,0.2193,0
啛,rv,rjlv,0.2189,0
躟,rv,rmyrv,0.2163,0
噮,rv,rwlv,0.2162,0
踒,rv,rmhdv,0.2158,0
辴,rv,rjmmv,0.2146,0
飸,rv,rsoiv,0.2145,0
踸,rv,rmtmv,0.2144,0
踥,rv,rmytv,0.2137,0
哸,rv,rbv,0.2130,0
𠲖,rv,ryhv,0.2000,0
𠵱,rv,royv,0.2000,0
𠺘,rv,reiv,0.2000,0
喵,rw,rtw,0.2726,0
噹,rw,rfbw,0.2445,0
哂,rw,rmcw,0.2361,0
噃,rw,rhdw,0.2281,0
蹓,rw,rmhhw,0.2255,0
蹯,rw,rmhdw,0.2227,0
囒,rw,rtaw,0.2200,0
跴,rw,rmmcw,0.2197,0
躝,rw,rmanw,0.2197,0
踾,rw,rmmrw,0.2189,0
唒,rw,rmcw,0.2157,0
嘯,rx,rlx,0.2711,0
蹈,rx,rmbhx,0.2421,0
躋,rx,rmyx,0.2331,0
嚌,rx,ryx,0.2256,0
嚿,rx,rtox,0.2227,0
蹖,rx,rmqkx,0.2226,0
嚪,rx,ranx,0.2163,0
喢,rx,rhjx,0.2144,0
啗,rx,rnhx,0.2002,0
嗨,ry,reoy,0.3053,0
卟,ry,ry,0.2473,0
咔,ry,rymy,0.2473,0
咚,ry,rhey,0.2447,0
啡,ry,rlmy,0.2393,0
唹,ry,rysy,0.2214,0
踇,ry,rmowy,0.2211,0
跅,ry,rmhmy,0.2200,0
啩,ry,rggy,0.2038,0
吓,ry,rmy,0.2017,0
尸,s,s,0.2468,0
層,sa,scwa,0.4549,0
職,sa,sjyia,0.2945,0
習,sa,smha,0.2748,0
屠,sa,sjka,0.2614,0
馹,sa,sfa,0.2285,0
驓,sa,sfcwa,0.2214,0
鬐,sa,shjpa,0.2207,0
騽,sa,sfsma,0.2177,0
鬙,sa,shcwa,0.2174,0
匫,sa,spha,0.2161,0
駨,sa,sfpa,0.2152,0
鬠,sa,shoma,0.2149,0
鬊,sa,shqka,0.2146,0
騙,sb,sfhsb,0.4264,0
腎,sb,seb,0.3023,0
臂,sb,sjb,0.2751,0
屌,sb,srlb,0.2619,0
臀,sb,seb,0.2578,0
屑,sb,sfb,0.2558,0
驕,sb,sfhkb,0.2487,0
匾,sb,shsb,0.2425,0
匝,sb,slb,0.2422,0
鬍,sb,shjrb,0.2383,0
髯,sb,shgb,0.2378,0
帚,sb,smblb,0.2327,0
聃,sb,sjgb,0.2295,0
翯,sb,smyrb,0.2249,0
聙,sb,sjqmb,0.2249,0
鬅,sb,shbb,0.2189,0
屚,sb,smlb,0.2184,0
髾,sb,shfb,0.2177,0
駽,sb,sfrb,0.2152,0
帬,sb,srlb,0.2145,0
镾,sb,simfb,0.2144,0
鬌,sb,shkmb,0.2144,0
鬗,sb,shtlb,0.2139,0
驨,sb,sfuob,0.2137,0
聥,sb,sjhlb,0.2131,0
幦,sb,sjlb,0.2126,0
驈,sb,sfnhb,0.2123,0
馷,sb,sfjb,0.2119,0
屫,sb,svmb,0.2107,0
鬜,sb,shanb,0.2107,0
屩,sb,shob,0.2000,0
賢,sc,sebuc,0.3209,0
翼,sc,smwtc,0.2984,0
匹,sc,sc,0.2622,0
頤,sc,slmbc,0.2592,0
屄,sc,sjc,0.2457,0
鬢,sc,shjmc,0.2454,0
驥,sc,sflpc,0.2444,0
鬚,sc,shhhc,0.2419,0
騏,sc,sftmc,0.2408,0
顳,sc,sjmbc,0.2378,0
鑒,sc,swc,0.2372,0
咫,sc,sorc,0.2350,0
賾,sc,slqmc,0.2341,0
匱,sc,slmc,0.2340,0
駟,sc,sfwc,0.2332,0
聵,sc,sjlmc,0.2316,0
鐾,sc,sjc,0.2307,0
刅,sc,shc,0.2240,0
屓,sc,sbuc,0.2219,0
頵,sc,srmbc,0.2214,0
頣,sc,slmbc,0.2211,0
鬒,sc,shjbc,0.2194,0
鬂,sc,shomc,0.2192,0
鋻,sc,sec,0.2189,0
贒,sc,spbuc,0.2181,0
屭,sc,sbcc,0.2177,0
鬑,sc,shtxc,0.2176,0
贀,sc,sebuc,0.2175,0
驞,sc,sfjmc,0.2173,0
驉,sc,sfypc,0.2170,0
鍳,sc,sic,0.2162,0
髸,sc,shtc,0.2158,0
頨,sc,smmbc,0.2157,0
匵,sc,sgwc,0.2144,0
顟,sc,shmbc,0.2131,0
䦉,sc,siwc,0.2000,0
屎,sd,sfd,0.2958,0
馳,sd,sfpd,0.2656,0
孱,sd,sndd,0.2292,0
髹,sd,shod,0.2276,0
匜,sd,spd,0.2262,0
檗,sd,sjd,0.2236,0
騍,sd,sfwd,0.2225,0
棸,sd,sed,0.2201,0
屧,sd,shod,0.2200,0
杘,sd,sd,0.2195,0
髢,sd,shpd,0.2192,0
驏,sd,sfsnd,0.2186,0
屘,sd,sund,0.2182,0
駼,sd,sfomd,0.2175,0
鬇,sd,shbsd,0.2173,0
驜,sd,sftcd,0.2169,0
屟,sd,sptd,0.2167,0
駞,sd,sfopd,0.2158,0
孹,sd,sjnd,0.2157,0
髤,sd,shd,0.2157,0
糪,sd,sjfd,0.2149,0
孠,sd,srnd,0.2146,0
孯,sd,send,0.2144,0
驝,sd,sfgbd,0.2134,0
驧,sd,sftjd,0.2134,0
駯,sd,sfhjd,0.2133,0
騥,sd,sfnhd,0.2125,0
取,se,sje,0.5753,0
髮,se,shike,0.4087,0
尿,se,se,0.3233,0
殿,se,schne,0.2971,0
駿,se,sfice,0.2653,0
履,se,shoe,0.2531,0
毆,se,srhne,0.2447,0
馭,se,sfe,0.2426,0
髪,se,shke,0.2325,0
屐,se,shoe,0.2318,0
鬘,se,shawe,0.2286,0
駸,se,sfsme,0.2245,0
彠,se,sitoe,0.2239,0
敺,se,srye,0.2232,0
騄,se,sfnme,0.2214,0
叞,se,sfe,0.2199,0
駊,se,sfdhe,0.2189,0
翄,se,smje,0.2188,0
馺,se,sfnhe,0.2179,0
髲,se,shdhe,0.2179,0
馶,se,sfje,0.2176,0
翍,se,smdhe,0.2166,0
殹,se,skhne,0.2165,0
翪,se,smuce,0.2165,0
臤,se,sle,0.2162,0
鬉,se,shuce,0.2147,0
騢,se,sfrse,0.2142,0
騡,se,sfhae,0.2125,0
翇,se,smike,0.2111,0
騣,se,sfuce,0.2100,0
馬,sf,sqsf,0.5443,0
緊,sf,sevif,0.4136,0
熙,sf,suf,0.2886,0
耿,sf,sjf,0.2715,0
鷗,sf,srhaf,0.2477,0
熨,sf,sif,0.2409,0
騾,sf,sfwvf,0.2374,0
鬃,sf,shjmf,0.2373,0
驃,sf,sfmwf,0.2321,0
鷚,sf,shhaf,0.2303,0
繴,sf,sjvif,0.2297,0
驫,sf,sfsff,0.2255,0
煕,sf,suf,0.2241,0
鬏,sf,shhdf,0.2238,0
焄,sf,srf,0.2224,0
鸊,sf,sryjf,0.2216,0
騵,sf,sfmhf,0.2212,0
繄,sf,sevif,0.2205,0
鷖,sf,sehaf,0.2201,0
鳲,sf,shaf,0.2191,0
翵,sf,smhaf,0.2189,0
鴎,sf,skhaf,0.2184,0
聮,sf,sjvif,0.2181,0
驣,sf,sffqf,0.2179,0
燛,sf,ssf,0.2177,0
騌,sf,sfjmf,0.2175,0
騳,sf,sfsqf,0.2167,0
鵘,sf,srhaf,0.2160,0
鶋,sf,srhaf,0.2157,0
鶠,sf,svhaf,0.2153,0
黳,sf,sewgf,0.2153,0
綤,sf,slvif,0.2151,0
鸐,sf,sghaf,0.2150,0
屪,sf,sjkf,0.2143,0
鶌,sf,suhaf,0.2140,0
鳭,sf,shhaf,0.2138,0
鵋,sf,sphaf,0.2137,0
驠,sf,sftlf,0.2134,0
聺,sf,sjjbf,0.2128,0
焣,sf,sef,0.2123,0
镽,sf,sikcf,0.2121,0
翞,sf,smyrf,0.2118,0
鴄,sf,schaf,0.2116,0
鷵,sf,sahaf,0.2115,0
鵈,sf,sjhaf,0.2098,0
灵,sf,smf,0.2005,0
聖,sg,srhg,0.3536,0
屋,sg,smig,0.3476,0
屆,sg,sug,0.3472,0
駐,sg,sfyg,0.3369,0
匯,sg,seog,0.3179,0
壁,sg,sjg,0.2926,0
堅,sg,seg,0.2858,0
翟,sg,smog,0.2678,0
匡,sg,smg,0.2542,0
騅,sg,sfog,0.2304,0
驩,sg,sftrg,0.2252,0
朢,sg,sbhg,0.2242,0
匨,sg,svmg,0.2199,0
壂,sg,seg,0.2189,0
髽,sg,shoog,0.2189,0
騜,sg,sfhag,0.2171,0
駤,sg,sfmig,0.2153,0
埾,sg,seg,0.2148,0
驖,sg,sfjig,0.2145,0
匷,sg,sbug,0.2134,0
匩,sg,sumg,0.2118,0
雡,sg,shog,0.2115,0
刀,sh,sh,0.4312,0
劈,sh,sjsh,0.2644,0
髟,sh,sihhh,0.2295,0
驂,sh,sfiih,0.2283,0
匢,sh,sphh,0.2204,0
刕,sh,shshh,0.2198,0
駹,sh,sfiuh,0.2186,0
駜,sh,sfph,0.2182,0
聄,sh,sjohh,0.2178,0
髳,sh,shnih,0.2178,0
翏,sh,smohh,0.2177,0
翂,sh,smcsh,0.2170,0
鬄,sh,shaph,0.2163,0
駗,sh,sfohh,0.2161,0
鬖,sh,shiih,0.2154,0
髿,sh,shefh,0.2144,0
鬀,sh,shcnh,0.2123,0
屬,si,sewi,0.4059,0
尋,si,smmri,0.3440,0
騷,si,sfeii,0.2887,0
戳,si,sgi,0.2731,0
刃,si,shi,0.2692,0
鬆,si,shdci,0.2582,0
璧,si,sjmgi,0.2479,0
尉,si,sfdi,0.2457,0
聆,si,sjoii,0.2405,0
戮,si,shi,0.2397,0
駙,si,sfodi,0.2280,0
騒,si,sfeli,0.2268,0
騀,si,sfhqi,0.2252,0
騩,si,sfhui,0.2252,0
駄,si,sfki,0.2250,0
镸,si,smi,0.2218,0
卪,si,sli,0.2216,0
颿,si,sfhni,0.2195,0
馰,si,sfpi,0.2184,0
瑿,si,semgi,0.2175,0
耾,si,sjki,0.2165,0
聀,si,sji,0.2162,0
螱,si,silmi,0.2157,0
匤,si,smgi,0.2154,0
飁,si,sahni,0.2154,0
駖,si,sfoii,0.2150,0
蠿,si,silii,0.2136,0
螶,si,sslii,0.2130,0
蜸,si,selmi,0.2129,0
尀,si,srdi,0.2128,0
聭,si,sjhui,0.2123,0
耺,si,sjmmi,0.2122,0
寻,si,smdi,0.2017,0
耳,sj,sj,0.3223,0
翠,sj,smyoj,0.2960,0
聶,sj,sjsjj,0.2816,0
驛,sj,sfwlj,0.2503,0
驊,sj,sftmj,0.2399,0
辟,sj,srytj,0.2380,0
翬,sj,smbjj,0.2261,0
匰,sj,srrj,0.2242,0
騲,sj,sftaj,0.2237,0
屛,sj,syjj,0.2236,0
騂,sj,sfytj,0.2216,0
翆,sj,smknj,0.2196,0
翴,sj,smyjj,0.2195,0
騨,sj,sffwj,0.2193,0
聑,sj,sjsj,0.2186,0
驒,sj,sfrrj,0.2184,0
駥,sj,sfij,0.2170,0
聛,sj,sjhwj,0.2166,0
駬,sj,sfsj,0.2166,0
驔,sj,sfmwj,0.2162,0
髶,sj,shsj,0.2161,0
髼,sj,shhej,0.2149,0
騈,sj,sfyjj,0.2142,0
駍,sj,sfmfj,0.2135,0
騿,sj,sfytj,0.2131,0
屖,sj,sytj,0.2128,0
馯,sj,sfmj,0.2126,0
驆,sj,sfwtj,0.2121,0
鬔,sj,shyhj,0.2113,0
駻,sj,sfamj,0.2000,0
改,sk,suok,0.6432,0
尹,sk,sk,0.3100,0
駛,sk,sflk,0.2531,0
駁,sk,sfkk,0.2517,0
馱,sk,sfk,0.2447,0
馼,sk,sfyk,0.2265,0
駆,sk,sfsk,0.2265,0
刄,sk,sk,0.2253,0
駰,sk,sfwk,0.2235,0
翭,sk,smonk,0.2220,0
聅,sk,sjok,0.2219,0
騤,sk,sfnok,0.2197,0
騱,sk,sfbvk,0.2162,0
聧,sk,sjnok,0.2160,0
聫,sk,sjvik,0.2156,0
鬕,sk,shtak,0.2153,0
騻,sk,sfkkk,0.2146,0
驐,sk,sfydk,0.2137,0
镺,sk,sihk,0.2134,0
駇,sk,sfok,0.2122,0
駮,sk,sfyck,0.2082,0
医,sk,sok,0.2059,0
駃,sk,sfdk,0.2001,0
騃,sk,sfiok,0.2000,0
那,sl,sqnl,0.7786,0
聊,sl,sjhhl,0.5759,0
耶,sl,sjnl,0.3688,0
臣,sl,slsl,0.3072,0
邵,sl,srnl,0.2937,0
郡,sl,srnl,0.2869,0
匠,sl,shml,0.2524,0
匣,sl,swl,0.2463,0
馴,sl,sflll,0.2420,0
翀,sl,sml,0.2352,0
卩,sl,sl,0.2338,0
鄹,sl,sonl,0.2324,0
郾,sl,svnl,0.2311,0
卲,sl,srsl,0.2293,0
臦,sl,slsll,0.2239,0
鄩,sl,sinl,0.2232,0
臩,sl,sskll,0.2224,0
鄝,sl,shnl,0.2180,0
聏,sl,sjmbl,0.2175,0
斸,sl,sihml,0.2171,0
髵,sl,shmbl,0.2160,0
邔,sl,sunl,0.2158,0
郰,sl,sjenl,0.2156,0
馸,sl,sfhml,0.2154,0
馽,sl,sfl,0.2136,0
駠,sl,sfhhl,0.2126,0
駷,sl,sfdl,0.2126,0
邼,sl,sgnl,0.2113,0
駲,sl,sfill,0.2106,0
羽,sm,smsim,0.3200,0
刁,sm,sm,0.2570,0
翳,sm,sesmm,0.2355,0
彐,sm,sm,0.2313,0
騸,sm,sfhsm,0.2288,0
丒,sm,skm,0.2230,0
駔,sm,sfbm,0.2221,0
耼,sm,sjbmm,0.2194,0
歰,sm,siymm,0.2193,0
髥,sm,shbmm,0.2183,0
駈,sm,sfom,0.2178,0
聝,sm,sjirm,0.2169,0
羾,sm,smm,0.2155,0
髬,sm,shmfm,0.2154,0
駓,sm,sfmfm,0.2152,0
聬,sm,sjcim,0.2139,0
