text,pinyin
銘文,ming2 wen2
銘記,ming2 ji4
銚,diao4
銛,xian1
銜,xian2
銜接,xian2 jie1
銞,jun1
銠,lao3
銣,ru2
銤,mi3
銥,yi1
銦,yin1
銧,guang1
銨,an3
銩,diu1
銪,you3
銫,se4
銬,kao4
銰,ai1
銱,diao4
銲,han4
銳,rui4
銳利,rui4 li4
銵,keng1
銶,qiu2
銷,xiao1
銷售,xiao1 shou4
銷售額,xiao1 shou4 e2
銷毀,xiao1 hui3
銷量,xiao1 liang4
銷魂,xiao1 hun2
銹,xiu4
銻,ti1
銼,cuo4
銾,hong4
鋁,lü3
鋁合金,lü3 he2 jin1
鋂,mei2
鋃,lang2
鋅,xin1
鋆,yun2
鋇,bei4
鋈,wu4
鋊,yu4
鋌,ting3
鋍,bo2
鋏,jia2
鋐,hong2
鋑,cuan1
鋒,feng1
鋒利,feng1 li4
鋒芒,feng1 mang2
鋕,zhi4
鋘,wu2
鋙,wu2
鋝,lüe4
鋟,qin2
鋡,han2
鋣,ye2
鋤,chu2
鋥,zeng4
鋦,ju1
鋨,e2
鋩,mang2
鋪,pu1
鋪墊,pu1 dian4
鋪天蓋地,pu1 tian1 gai4 di4
鋪設,pu1 she4
鋬,pan4
鋮,cheng2
鋯,gao4
鋰,li3
鋰電池,li3 dian4 chi2
鋱,te4
鋸,ju4
鋹,chang3
鋺,wan3
鋻,jian4
鋼,gang1
鋼廠,gang1 chang3
鋼材,gang1 cai2
鋼板,gang1 ban3
鋼琴,gang1 qin2
鋼琴家,gang1 qin2 jia1
鋼筆,gang1 bi3
鋼筋,gang1 jin1
鋼管,gang1 guan3
鋼管舞,gang1 guan3 wu3
鋼絲,gang1 si1
鋼鐵,gang1 tie3
鋼鐵俠,gang1 tie3 xia2
錀,lun2
錁,ke4
錄,lu4
錄像,lu4 xiang4
錄像帶,lu4 xiang4 dai4
錄入,lu4 ru4
錄取,lu4 qu3
錄取率,lu4 qu3 lü4
錄用,lu4 yong4
錄製,lu4 zhi4
錄象,lu4 xiang4
錄音,lu4 yin1
錄音室,lu4 yin1 shi4
錆,qiang1
錇,pei2
錈,juan4
錍,pi1
錏,ya4
錐,zhui1
錒,a1
錔,ta4
錕,kun1
錘,chui2
錘子,chui2 zi5
錙,zi1
錚,zheng1
錛,ben1
錞,chun2
錟,tan2
錠,ding4
錡,qi2
錢,qian2
錢包,qian2 bao1
錢學森,qian2 xue2 sen1
錢幣,qian2 bi4
錢財,qian2 cai2
錤,ji1
錦,jin3
錦上添花,jin3 shang4 tian1 hua1
錦州,jin3 zhou1
錦標賽,jin3 biao1 sai4
錦江,jin3 jiang1
錦繡,jin3 xiu4
錨,mao2
錩,chang1
錫,xi1
錮,gu4
錯,cuo4
錯位,cuo4 wei4
錯別字,cuo4 bie2 zi4
錯失,cuo4 shi1
錯綜複雜,cuo4 zong1 fu4 za2
錯覺,cuo4 jue2
錯誤,cuo4 wu4
錯過,cuo4 guo4
錳,meng3
錴,lu4
錵,hua1
錶,biao3
錶帶,biao3 dai4
錶盤,biao3 pan2
錸,lai2
錼,nai4
鍀,de2
鍁,xian1
鍃,huo1
鍅,fa3
鍆,men2
鍇,kai3
鍈,ying1
鍉,di1
鍊,lian4
鍋,guo1
鍋底,guo1 di3
鍋爐,guo1 lu2
鍍,du4
鍍金,du4 jin1
鍏,wei2
鍐,cong1
鍔,e4
鍘,zha2
鍚,yang2
鍛,duan4
鍛造,duan4 zao4
鍛鍊,duan4 lian4
鍠,huang2
鍤,cha1
鍥,qie4
鍩,nuo4
鍪,mou2
鍫,qiao1
鍬,qiao1
鍭,hou2
鍰,huan2
鍱,ye4
鍳,jian4
鍴,duan1
鍵,jian4
鍵入,jian4 ru4
鍵盤,jian4 pan2
鍶,si1
鍹,xuan1
鍺,zhe3
鍼,zhen1
鍾,zhong1
鍾情,zhong1 qing2
鍾愛,zhong1 ai4
鎂,mei3
鎄,ai1
鎇,mei2
鎉,ta4
鎊,bang4
鎋,xia2
鎌,lian2
鎍,suo3
鎏,liu2
鎒,nou4
鎓,weng1
鎔,rong2
鎖,suo3
鎖定,suo3 ding4
鎗,qiang1
鎘,ge2
鎚,chui2
鎛,bo2
鎝,ta3
鎞,bi4
鎡,zi1
鎢,wu1
鎣,ying2
鎤,huang3
鎦,liu2
鎧,kai3
鎧甲,kai3 jia3
鎩,sha1
鎪,sou1
鎬,gao3
鎭,zhen4
鎮,zhen4
鎮壓,zhen4 ya1
鎮定,zhen4 ding4
鎮江,zhen4 jiang1
鎮長,zhen4 zhang3
鎮靜,zhen4 jing4
鎯,lang2
鎰,yi4
鎲,tang3
鎳,nie4
鎴,xi2
鎵,jia1
鎶,ge1
鎸,juan1
鎻,suo3
鎿,na2
鏁,suo3
鏃,zu2
鏇,xuan4
鏈,lian4
鏈接,lian4 jie1
鏈條,lian4 tiao2
鏈表,lian4 biao3
鏈路,lian4 lu4
鏊,ao4
鏌,mo4
鏐,liu2
鏑,di1
鏖,ao2
鏗,keng1
鏘,qiang1
鏚,qi1
鏜,tang1
鏝,man4
鏞,yong1
鏟,chan3
鏠,feng1
鏡,jing4
鏡像,jing4 xiang4
鏡子,jing4 zi5
鏡片,jing4 pian4
鏡頭,jing4 tou2
鏢,biao1
鏤,lou4
鏦,cong1
鏨,zan4
鏰,beng4
鏵,hua2
鏷,pu2
鏸,hui4
鏹,qiang1
鏻,lin2
鏽,xiu4
鏾,san3
鐃,nao2
鐄,heng2
鐇,fan2
鐏,zun1
鐐,liao4
鐒,lao2
鐓,dun1
鐔,xin2
鐗,jian3
鐘,zhong1
鐘樓,zhong1 lou2
鐘聲,zhong1 sheng1
鐘錶,zhong1 biao3
鐘頭,zhong1 tou2
鐙,deng4
鐝,jue2
鐠,pu3
鐡,tie3
鐦,kai1
鐧,jian3
鐨,fei4
鐩,sui4
鐫,juan1
鐮,lian2
鐮刀,lian2 dao1
鐱,jian4
鐲,zhuo2
鐳,lei2
鐵,tie3
鐵人,tie3 ren2
鐵匠,tie3 jiang5
鐵定,tie3 ding4
鐵桿,tie3 gan1
鐵皮,tie3 pi2
鐵礦,tie3 kuang4
鐵礦石,tie3 kuang4 shi2
鐵粉,tie3 fen3
鐵血,tie3 xue4
鐵觀音,tie3 guan1 yin1
鐵路,tie3 lu4
鐵通,tie3 tong1
鐵道,tie3 dao4
鐵道部,tie3 dao4 bu4
鐵鍋,tie3 guo1
鐶,huan2
鐸,duo2
鐺,dang1
鐻,ju4
鐽,da2
鐾,bei4
鐿,yi4
鑀,ai4
鑄,zhu4
鑄造,zhu4 zao4
鑄鐵,zhu4 tie3
鑅,heng2
鑊,huo4
鑌,bin1
鑐,xu1
鑑,jian4
鑑別,jian4 bie2
鑑定,jian4 ding4
鑑賞,jian4 shang3
鑒,jian4
鑒於,jian4 yu2
鑔,cha3
鑕,zhi4
鑚,zuan4
鑛,kuang4
鑞,la4
鑠,shuo4
鑢,lü4
鑣,biao1
鑤,bao4
鑥,lu3
鑪,lu2
鑫,xin1
鑭,lan2
鑯,jian1
鑰,yue4
鑰匙,yao4 shi5
鑱,chan2
鑲,xiang1
鑲嵌,xiang1 qian4
鑳,jian4
鑴,xi4
鑵,guan4
鑶,cang2
鑷,nie4
鑹,cuan1
鑼,luo2
鑽,zuan1
鑽孔,zuan1 kong3
鑽戒,zuan4 jie4
鑽石,zuan4 shi2
鑽研,zuan1 yan2
鑽進,zuan1 jin4
鑾,luan2
鑿,zao2
钁,jue2
钂,tang3
钃,shu3
長,chang2
長三角,chang2 san1 jiao3
長久,chang2 jiu3
長假,chang2 jia4
長出,zhang3 chu1
長城,chang2 cheng2
長壽,chang2 shou4
長大,zhang3 da4
長子,zhang3 zi3
長安,chang2 an1
長安大學,chang2 an1 da4 xue2
長官,zhang3 guan1
長寧,chang2 ning2
長年,chang2 nian2
長度,chang2 du4
長廊,chang2 lang2
長得,zhang3 de5
長成,zhang3 cheng2
長按,chang2 an4
長效,chang2 xiao4
長方形,chang2 fang1 xing2
長春,chang2 chun1
長春市,chang2 chun1 shi4
長期,chang2 qi1
長期以來,chang2 qi1 yi3 lai2
長槍,chang2 qiang1
長樂,chang2 le4
長江,chang2 jiang1
長沙,chang2 sha1
長沙市,chang2 sha1 shi4
長河,chang2 he2
長滿,zhang3 man3
長生,chang2 sheng1
長白山,chang2 bai2 shan1
長相,zhang3 xiang4
長短,chang2 duan3
長笛,chang2 di2
長篇,chang2 pian1
長篇小說,chang2 pian1 xiao3 shuo1
長線,chang2 xian4
長老,zhang3 lao3
長者,zhang3 zhe3
長處,chang2 chu4
長虹,chang2 hong2
長袖,chang2 xiu4
長裙,chang2 qun2
長褲,chang2 ku4
長足,chang2 zu2
長跑,chang2 pao3
長輩,zhang3 bei4
長途,chang2 tu2
長進,zhang3 jin4
長達,chang2 da2
長遠,chang2 yuan3
長高,zhang3 gao1
長髮,chang2 fa4
镸,chang2
镻,die2
門,men2
門前,men2 qian2
門口,men2 kou3
門外,men2 wai4
門將,men2 jiang4
門市,men2 shi4
門店,men2 dian4
門戶,men2 hu4
門戶網站,men2 hu4 wang3 zhan4
門檻,men2 kan3
門派,men2 pai4
門票,men2 piao4
門禁,men2 jin4
門衛,men2 wei4
門診,men2 zhen3
門路,men2 lu4
門道,men2 dao4
門鎖,men2 suo3
門面,men2 mian5
門類,men2 lei4
閂,shuan1
閃,shan3
閃亮,shan3 liang4
閃人,shan3 ren2
閃光,shan3 guang1
閃光燈,shan3 guang1 deng1
閃光點,shan3 guang1 dian3
閃動,shan3 dong4
閃存,shan3 cun2
閃爍,shan3 shuo4
閃現,shan3 xian4
閃耀,shan3 yao4
閃過,shan3 guo4
閃避,shan3 bi4
閃閃,shan3 shan3
閃電,shan3 dian4
閆,yan2
閇,bi4
閈,han4
閉,bi4
閉上,bi4 shang5
閉合,bi4 he2
閉嘴,bi4 zui3
閉幕,bi4 mu4
閉幕式,bi4 mu4 shi4
閉環,bi4 huan2
閉關,bi4 guan1
開,kai1
開價,kai1 jia4
開元,kai1 yuan2
開具,kai1 ju4
開刀,kai1 dao1
開創,kai1 chuang4
開動,kai1 dong4
開口,kai1 kou3
開國,kai1 guo2
開場,kai1 chang3
開外,kai1 wai4
開始,kai1 shi3
開學,kai1 xue2
開封,kai1 feng1
開導,kai1 dao3
開局,kai1 ju2
開展,kai1 zhan3
開工,kai1 gong1
開市,kai1 shi4
開幕,kai1 mu4
開幕式,kai1 mu4 shi4
開平,kai1 ping2
開店,kai1 dian4
開庭,kai1 ting2
開張,kai1 zhang1
開往,kai1 wang3
開徵,kai1 zheng1
開心,kai1 xin1
開戰,kai1 zhan4
開戶,kai1 hu4
開房,kai1 fang2
開打,kai1 da3
開拍,kai1 pai1
開拓,kai1 tuo4
開拓者,kai1 tuo4 zhe3
開挖,kai1 wa1
開掛,kai1 gua4
開採,kai1 cai3
開播,kai1 bo1
開支,kai1 zhi1
開放,kai1 fang4
開放性,kai1 fang4 xing4
開明,kai1 ming2
開會,kai1 hui4
開朗,kai1 lang3
開業,kai1 ye4
開槍,kai1 qiang1
開機,kai1 ji1
開水,kai1 shui3
開源,kai1 yuan2
開火,kai1 huo3
開燈,kai1 deng1
開獎,kai1 jiang3
開玩笑,kai1 wan2 xiao4
開發,kai1 fa1
開發人員,kai1 fa1 ren2 yuan2
開發區,kai1 fa1 qu1
開發商,kai1 fa1 shang1
開發者,kai1 fa1 zhe3
開盤,kai1 pan2
開票,kai1 piao4
開立,kai1 li4
開端,kai1 duan1
開箱,kai1 xiang1
開篇,kai1 pian1
開花,kai1 hua1
開荒,kai1 huang1
開藥,kai1 yao4
開行,kai1 xing2
開裂,kai1 lie4
開設,kai1 she4
開課,kai1 ke4
開賽,kai1 sai4
開車,kai1 che1
開辦,kai1 ban4
開通,kai1 tong1
開銷,kai1 xiao1
開鎖,kai1 suo3
開門,kai1 men2
開闊,kai1 kuo4
開關,kai1 guan1
開闢,kai1 pi4
開除,kai1 chu2
開頭,kai1 tou2
閌,kang1
閎,hong2
閏,run4
閑,xian2
閒,xian2
閒人,xian2 ren2
閒情,xian2 qing2
閒暇,xian2 xia2
閒置,xian2 zhi4
閒聊,xian2 liao2
閒話,xian2 hua4
閒錢,xian2 qian2
間,jian1
間接,jian4 jie1
間斷,jian4 duan4
間諜,jian4 die2
間距,jian1 ju4
間隔,jian4 ge2
間隙,jian4 xi4
閔,min3
閗,dou4
閘,zha2
閙,nao4
閛,peng1
閟,bi4
閡,he2
関,guan1
閣,ge2
閣下,ge2 xia4
閣樓,ge2 lou2
閤,ge2
閥,fa2
閥門,fa2 men2
閦,chu4
閧,hong4
閨,gui1
閨女,gui1 nü5
閨蜜,gui1 mi4
閩,min3
閩南,min3 nan2
閫,kun3
閬,lang2
閭,lü2
閱,yue4
閱兵,yue4 bing1
閱卷,yue4 juan4
閱歷,yue4 li4
閱讀,yue4 du2
閱讀器,yue4 du2 qi4
閱讀理解,yue4 du2 li3 jie3
閳,chan3
閶,chang1
閹,yan1
閹割,yan1 ge1
閺,wen2
閻,yan2
閼,e4
閽,hun1
閾,yu4
閾值,yu4 zhi2
閿,wen2
闁,bao1
闃,qu4
闆,ban3
闇,an4
闈,wei2
闉,yin1
闊,kuo4
闋,que4
闌,lan2
闍,she2
闐,tian2
闑,nie4
闒,ta4
闓,kai3
闔,he2
闕,que4
闖,chuang3
闖入,chuang3 ru4
闖蕩,chuang3 dang4
闖進,chuang3 jin4
闖關,chuang3 guan1
闗,guan1
闚,kui1
關,guan1
關上,guan1 shang4
關中,guan1 zhong1
關乎,guan1 hu1
關係,guan1 xi5
關係到,guan1 xi4 dao4
關係戶,guan1 xi5 hu4
關停,guan1 ting2
關切,guan1 qie4
關卡,guan1 qia3
關口,guan1 kou3
關心,guan1 xin1
關愛,guan1 ai4
關懷,guan1 huai2
關押,guan1 ya1
關掉,guan1 diao4
關於,guan1 yu2
關東,guan1 dong1
關機,guan1 ji1
關注,guan1 zhu4
關照,guan1 zhao4
關稅,guan1 shui4
關節,guan1 jie2
關羽,guan1 yu3
關聯,guan1 lian2
關鍵,guan1 jian4
關鍵字,guan1 jian4 zi4
關鍵詞,guan1 jian4 ci2
關門,guan1 men2
關閉,guan1 bi4
關頭,guan1 tou2
闞,kan4
闟,xi1
闠,hui4
闡,chan3
闡明,chan3 ming2
闡述,chan3 shu4
闡釋,chan3 shi4
闢,pi4
闢謠,pi4 yao2
闤,huan2
闥,ta4
阜,fu4
阜新,fu4 xin1
阜陽,fu4 yang2
阞,le4
阡,qian1
阢,wu4
阤,tuo2
阨,e4
阪,ban3
阬,keng1
阮,ruan3
阯,zhi3
阰,pi2
阱,jing3
防,fang2
防偽,fang2 wei3
防備,fang2 bei4
防守,fang2 shou3
防控,fang2 kong4
防曬,fang2 shai4
防曬霜,fang2 shai4 shuang1
防止,fang2 zhi3
防水,fang2 shui3
防汛,fang2 xun4
防治,fang2 zhi4
防洪,fang2 hong2
防滑,fang2 hua2
防火,fang2 huo3
防火牆,fang2 huo3 qiang2
防災,fang2 zai1
防疫,fang2 yi4
防盜,fang2 dao4
防盜門,fang2 dao4 men2
防禦,fang2 yu4
防空,fang2 kong1
防範,fang2 fan4
防線,fang2 xian4
防腐,fang2 fu3
防腐劑,fang2 fu3 ji4
防衛,fang2 wei4
防護,fang2 hu4
防風,fang2 feng1
阹,qu1
阻,zu3
阻力,zu3 li4
阻塞,zu3 se4
阻尼,zu3 ni2
阻抗,zu3 kang4
阻撓,zu3 nao2
阻擊,zu3 ji1
阻擋,zu3 dang3
阻攔,zu3 lan2
阻斷,zu3 duan4
阻止,zu3 zhi3
阻礙,zu3 ai4
阻隔,zu3 ge2
阼,zuo4
阽,dian4
阿,a1
阿哥,a1 ge1
阿姨,a1 yi2
阿婆,a1 po2
阿富汗,a1 fu4 han4
阿彌陀佛,e1 mi2 tuo2 fo2
阿扁,a1 bian3
阿拉,a1 la1
阿拉伯,a1 la1 bo2
阿拉伯語,a1 la1 bo2 yu3
阿曼,a1 man4
阿根廷,a1 gen1 ting2
阿森納,a1 sen1 na4
阿波羅,a1 bo1 luo2
阿爾卡特,a1 er3 ka3 te4
阿爾法,a1 er3 fa3
阿爾薩斯,a1 er3 sa4 si1
阿聯酋,a1 lian2 qiu2
阿迪達斯,a1 di2 da2 si1
阿里,a1 li3
阿里巴巴,a1 li3 ba1 ba1
阿門,a1 men2
阿飛,a1 fei1
陀,tuo2
陀螺,tuo2 luo2
陁,tuo2
陂,bei1
附,fu4
附上,fu4 shang4
附中,fu4 zhong1
附件,fu4 jian4
附加,fu4 jia1
附加值,fu4 jia1 zhi2
附和,fu4 he4
附屬,fu4 shu3
附帶,fu4 dai4
附贈,fu4 zeng4
附近,fu4 jin4
附送,fu4 song4
附錄,fu4 lu4
陋,lou4
陌,mo4
陌生,mo4 sheng1
陌生人,mo4 sheng1 ren2
陌陌,mo4 mo4
降,jiang4
降低,jiang4 di1
降價,jiang4 jia4
降噪,jiang4 zao4
降壓,jiang4 ya1
降幅,jiang4 fu2
降息,jiang4 xi1
降水,jiang4 shui3
降溫,jiang4 wen1
降級,jiang4 ji2
降臨,jiang4 lin2
降落,jiang4 luo4
降解,jiang4 jie3
降雨,jiang4 yu3
陎,shu1
陏,sui2
限,xian4
限價,xian4 jia4
限制,xian4 zhi4
限定,xian4 ding4
限度,xian4 du4
限於,xian4 yu2
限時,xian4 shi2
限期,xian4 qi1
限速,xian4 su4
限量,xian4 liang4
限額,xian4 e2
陑,er2
陔,gai1
陖,jun4
陗,qiao4
陘,xing2
陛,bi4
陛下,bi4 xia4
陜,xia2
陝,shan3
陝北,shan3 bei3
陝西,shan3 xi1
陝西省,shan3 xi1 sheng3
陞,sheng1
陟,zhi4
陡,dou3
院,yuan4
院士,yuan4 shi4
院子,yuan4 zi5
院校,yuan4 xiao4
院線,yuan4 xian4
院落,yuan4 luo4
院長,yuan4 zhang3
陣,zhen4
陣亡,zhen4 wang2
陣列,zhen4 lie4
陣地,zhen4 di4
陣子,zhen4 zi5
陣容,zhen4 rong2
陣營,zhen4 ying2
陣雨,zhen4 yu3
除,chu2
除了,chu2 le5
除以,chu2 yi3
除去,chu2 qu4
除塵,chu2 chen2
除夕,chu2 xi1
除外,chu2 wai4
除掉,chu2 diao4
除此之外,chu2 ci3 zhi1 wai4
除開,chu2 kai1
除非,chu2 fei1
陪,pei2
陪伴,pei2 ban4
陪同,pei2 tong2
陪審團,pei2 shen3 tuan2
陪練,pei2 lian4
陬,zou1
陰,yin1
陰天,yin1 tian1
陰差陽錯,yin1 cha1 yang2 cuo4
陰影,yin1 ying3
陰性,yin1 xing4
陰暗,yin1 an4
陰曆,yin1 li4
陰沉,yin1 chen2
陰莖,yin1 jing1
陰蒂,yin1 di4
陰謀,yin1 mou2
陰道,yin1 dao4
陰部,yin1 bu4
陰間,yin1 jian1
陰陽,yin1 yang2
陰陽怪氣,yin1 yang2 guai4 qi4
陰險,yin1 xian3
陰雨,yin1 yu3
陰霾,yin1 mai2
陲,chui2
陳,chen2
陳冠希,chen2 guan1 xi1
陳凱歌,chen2 kai3 ge1
陳列,chen2 lie4
陳奕迅,chen2 yi4 xun4
陳年,chen2 nian2
陳水扁,chen2 shui3 bian3
陳獨秀,chen2 du2 xiu4
陳舊,chen2 jiu4
陳述,chen2 shu4
陴,pi2
陵,ling2
陵墓,ling2 mu4
陶,tao2
陶喆,tao2 zhe2
陶瓷,tao2 ci2
陶笛,tao2 di2
陶醉,tao2 zui4
陷,xian4
陷入,xian4 ru4
陷害,xian4 hai4
陷於,xian4 yu2
陷阱,xian4 jing3
陸,lu4
陸地,lu4 di4
陸續,lu4 xu4
陸軍,lu4 jun1
陸陸續續,lu4 lu4 xu4 xu4
陻,yin1
陼,zhu3
陽,yang2
陽光,yang2 guang1
陽剛,yang2 gang1
陽台,yang2 tai2
陽性,yang2 xing4
陽曆,yang2 li4
陽朔,yang2 shuo4
陽江,yang2 jiang1
陽痿,yang2 wei3
陾,reng2
陿,xia2
隂,yin1
隃,yu2
隄,di1
隅,yu2
隆,long2
隆起,long2 qi3
隆重,long2 zhong4
隈,wei1
隉,nie4
隊,dui4
隊伍,dui4 wu3
隊列,dui4 lie4
隊友,dui4 you3
隊員,dui4 yuan2
隊長,dui4 zhang3
隋,sui2
隋唐,sui2 tang2
隋朝,sui2 chao2
隍,huang2
階,jie1
階層,jie1 ceng2
階梯,jie1 ti1
階段,jie1 duan4
階段性,jie1 duan4 xing4
階級,jie1 ji2
隒,yan3
隔,ge2
隔壁,ge2 bi4
隔天,ge2 tian1
隔斷,ge2 duan4
隔熱,ge2 re4
隔絕,ge2 jue2
隔開,ge2 kai1
隔閡,ge2 he2
隔離,ge2 li2
隔音,ge2 yin1
隕,yun3
隕石,yun3 shi2
隕落,yun3 luo4
隖,wu4
隗,wei3
隘,ai4
隙,xi4
際,ji4
障,zhang4
障礙,zhang4 ai4
障礙物,zhang4 ai4 wu4
隞,ao2
隟,xi4
隣,lin2
隤,tui2
隧,sui4
隧道,sui4 dao4
隨,sui2
隨之,sui2 zhi1
隨你,sui2 ni3
隨便,sui2 bian4
隨即,sui2 ji2
隨口,sui2 kou3
隨和,sui2 he2
隨地,sui2 di4
隨後,sui2 hou4
隨從,sui2 cong2
隨心,sui2 xin1
隨心所欲,sui2 xin1 suo3 yu4
隨性,sui2 xing4
隨意,sui2 yi4
隨手,sui2 shou3
隨時,sui2 shi2
隨時隨地,sui2 shi2 sui2 di4
隨機,sui2 ji1
隨機性,sui2 ji1 xing4
隨波逐流,sui2 bo1 zhu2 liu2
隨筆,sui2 bi3
隨緣,sui2 yuan2
隨處,sui2 chu4
隨處可見,sui2 chu4 ke3 jian4
隨行,sui2 xing2
隨訪,sui2 fang3
隨身,sui2 shen1
隨身聽,sui2 shen1 ting1
隨風,sui2 feng1
隩,yu4
險,xian3
險些,xian3 xie1
險惡,xian3 e4
險種,xian3 zhong3
隮,ji1
隰,xi2
隱,yin3
隱含,yin3 han2
隱喻,yin3 yu4
隱居,yin3 ju1
隱形,yin3 xing2
隱形眼鏡,yin3 xing2 yan3 jing4
隱忍,yin3 ren3
隱性,yin3 xing4
隱患,yin3 huan4
隱晦,yin3 hui4
隱瞞,yin3 man2
隱私,yin3 si1
隱私權,yin3 si1 quan2
隱秘,yin3 mi4
隱約,yin3 yue1
隱蔽,yin3 bi4
隱藏,yin3 cang2
隱身,yin3 shen1
隱隱,yin3 yin3
隳,hui1
隴,long3
隷,li4
隸,li4
隸屬,li4 shu3
隹,zhui1
隻,zhi1
隻身,zhi1 shen1
隼,sun3
雀,que4
雀巢,que4 chao2
雀斑,que4 ban1
雁,yan4
雂,qin2
雄,xiong2
雄偉,xiong2 wei3
雄厚,xiong2 hou4
雄心,xiong2 xin1
雄性,xiong2 xing4
雄鹿,xiong2 lu4
雅,ya3
雅典,ya3 dian3
雅安,ya3 an1
雅思,ya3 si1
雅芳,ya3 fang1
雅虎,ya3 hu3
雅閣,ya3 ge2
雅馬哈,ya3 ma3 ha1
集,ji2
集中,ji2 zhong1
集中營,ji2 zhong1 ying2
集合,ji2 he2
集團,ji2 tuan2
集團軍,ji2 tuan2 jun1
集市,ji2 shi4
集成,ji2 cheng2
集成電路,ji2 cheng2 dian4 lu4
集採,ji2 cai3
集會,ji2 hui4
集結,ji2 jie2
集聚,ji2 ju4
集裝箱,ji2 zhuang1 xiang1
集訓,ji2 xun4
集資,ji2 zi1
集錦,ji2 jin3
集鎮,ji2 zhen4
集體,ji2 ti3
集齊,ji2 qi2
雇,gu4
雈,huan2
雉,zhi4
雊,gou4
雋,juan4
雌,ci2
雌性,ci2 xing4
雌激素,ci2 ji1 su4
雍,yong1
雍正,yong1 zheng4
雎,ju1
雒,luo4
雕,diao1
雕像,diao1 xiang4
雕刻,diao1 ke4
雕塑,diao1 su4
雖,sui1
雖是,sui1 shi4
雖然,sui1 ran2
雖說,sui1 shuo1
雗,han4
雘,huo4
雙,shuang1
雙人,shuang1 ren2
雙休,shuang1 xiu1
雙休日,shuang1 xiu1 ri4
雙倍,shuang1 bei4
雙向,shuang1 xiang4
雙子,shuang1 zi3
雙子座,shuang1 zi3 zuo4
雙學位,shuang1 xue2 wei4
雙層,shuang1 ceng2
雙手,shuang1 shou3
雙打,shuang1 da3
雙擊,shuang1 ji1
雙方,shuang1 fang1
雙核,shuang1 he2
雙標,shuang1 biao1
雙眼,shuang1 yan3
雙眼皮,shuang1 yan3 pi2
雙肩包,shuang1 jian1 bao1
雙胞胎,shuang1 bao1 tai1
雙腳,shuang1 jiao3
雙腿,shuang1 tui3
雙臂,shuang1 bi4
雙語,shuang1 yu3
雙贏,shuang1 ying2
雙邊,shuang1 bian1
雙重,shuang1 chong2
雙開,shuang1 kai1
雙雙,shuang1 shuang1
雙非,shuang1 fei1
雙面,shuang1 mian4
雙飛,shuang1 fei1
雙魚,shuang1 yu2
雙魚座,shuang1 yu2 zuo4
雚,guan4
雛,chu2
雛形,chu2 xing2
雜,za2
雜七雜八,za2 qi1 za2 ba1
雜亂,za2 luan4
雜交,za2 jiao1
雜文,za2 wen2
雜物,za2 wu4
雜種,za2 zhong3
雜草,za2 cao3
雜誌,za2 zhi4
雜誌社,za2 zhi4 she4
雜談,za2 tan2
雜質,za2 zhi4
雝,yong1
雞,ji1
雞尾酒,ji1 wei3 jiu3
雞巴,ji1 ba5
雞毛,ji1 mao2
雞湯,ji1 tang1
雞翅,ji1 chi4
雞肉,ji1 rou4
雞肋,ji1 lei4
雞胸肉,ji1 xiong1 rou4
雞腿,ji1 tui3
雞蛋,ji1 dan4
雞雞,ji1 ji1
雟,sui2
離,li2
離不開,li2 bu5 kai1
離世,li2 shi4
離別,li2 bie2
離去,li2 qu4
離合,li2 he2
離合器,li2 he2 qi4
離場,li2 chang3
離奇,li2 qi2
離婚,li2 hun1
離子,li2 zi3
離家出走,li2 jia1 chu1 zou3
離心,li2 xin1
離散,li2 san4
離異,li2 yi4
離線,li2 xian4
離職,li2 zhi2
離譜,li2 pu3
離開,li2 kai1
離隊,li2 dui4
難,nan2
難不成,nan2 bu4 cheng2
難以,nan2 yi3
難以理解,nan2 yi3 li3 jie3
難以置信,nan2 yi3 zhi4 xin4
難免,nan2 mian3
難受,nan2 shou4
難吃,nan2 chi1
難堪,nan2 kan1
難度,nan2 du4
難得,nan2 de2
難得一見,nan2 de2 yi1 jian4
難忘,nan2 wang4
難怪,nan2 guai4
難懂,nan2 dong3
難民,nan4 min2
難為,nan2 wei5
難熬,nan2 ao2
難看,nan2 kan4
難聽,nan2 ting1
難能可貴,nan2 neng2 ke3 gui4
難處,nan2 chu5
難說,nan2 shuo1
難過,nan2 guo4
難道,nan2 dao4
難關,nan2 guan1
難題,nan2 ti2
難點,nan2 dian3
雨,yu3
雨傘,yu3 san3
雨夜,yu3 ye4
雨天,yu3 tian1
雨季,yu3 ji4
雨林,yu3 lin2
雨果,yu3 guo3
雨水,yu3 shui3
雨燕,yu3 yan4
雨點,yu3 dian3
雩,yu2
雪,xue3
雪上加霜,xue3 shang4 jia1 shuang1
雪人,xue3 ren2
雪地,xue3 di4
雪山,xue3 shan1
雪崩,xue3 beng1
雪球,xue3 qiu2
雪白,xue3 bai2
雪糕,xue3 gao1
雪花,xue3 hua1
雪茄,xue3 jia1
雪鐵龍,xue3 tie3 long2
雯,wen2
雰,fen1
雱,pang1
雲,yun2
雲南,yun2 nan2
雲南省,yun2 nan2 sheng3
雲彩,yun2 cai5
雲海,yun2 hai3
雲盤,yun2 pan2
雲端,yun2 duan1
雲計算,yun2 ji4 suan4
雲集,yun2 ji2
雲霧,yun2 wu4
零,ling2
零下,ling2 xia4
零件,ling2 jian4
零售,ling2 shou4
零售商,ling2 shou4 shang1
零基礎,ling2 ji1 chu3
零散,ling2 san3
零星,ling2 xing1
