# Mandarin Pinyin dictionary derived from CC-CEDICT (CC BY-SA 4.0)
# Toneless continuous keys; u: and ü are normalized to v.
# Noncanonical readings and non-Han headwords are excluded before shipping.
# Source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# Source date: 2026-07-12T16:23:25Z
# Source SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# CC-CEDICT format: version=1; subversion=0
# Fallback frequency: single character=0.3000; two-character word=0.2500; multi-character phrase=0.2000.
# Canonical persisted override: mao->貓=1.0000.
# Runtime budgets: rows<=130000; bytes<=4194304; fanout<=256; key_length<=72.
pinyin,chinese,freq
wen,溫,0.3667
wen,免,0.3611
wen,穩,0.3605
wen,聞,0.3515
wen,吻,0.3253
wen,搵,0.3000
wen,紋,0.2978
wen,雯,0.2854
wen,蚊,0.2765
wen,汶,0.2478
wen,瘟,0.2441
wen,紊,0.2377
wen,玟,0.2365
wen,閿,0.2337
wen,炆,0.2305
wen,刎,0.2300
wen,璺,0.2300
wen,妏,0.2261
wen,閺,0.2260
wen,脗,0.2243
wen,忞,0.2237
wen,呡,0.2231
wen,塭,0.2220
wen,榲,0.2217
wen,螡,0.2209
wen,轀,0.2209
wen,鰮,0.2206
wen,絻,0.2205
wen,抆,0.2204
wen,鰛,0.2196
wen,蚉,0.2189
wen,珳,0.2176
wen,蟁,0.2152
wen,輼,0.2148
wen,豱,0.2119
wenai,文愛,0.2500
wenai,溫藹,0.2500
wenan,文案,0.4948
wenan,問安,0.2500
wenan,文安,0.2500
wenanxian,文安縣,0.2000
wenbao,溫飽,0.2566
wenbeibuzhuniao,紋背捕蛛鳥,0.2000
wenben,文本,0.5114
wenbenbianjiqi,文本編輯器,0.2000
wenbenkuang,文本框,0.2495
wenbi,文筆,0.3603
wenbian,穩便,0.2500
wenbiao,溫標,0.2500
wenbie,吻別,0.2500
wenbu,穩步,0.2894
wenbu,吻部,0.2500
wenbuduiti,文不對題,0.2000
wenbudun,溫布頓,0.2000
wenbuerdeng,溫布爾登,0.2000
wenbuerdengwangqiugongkaisai,溫布爾登網球公開賽,0.2000
wenbuerdun,溫布爾頓,0.2000
wenbujiadian,文不加點,0.2000
wenbusheng,文部省,0.2000
wencai,文采,0.2598
wencaoshengquan,穩操勝券,0.2000
wencaoshengsuan,穩操勝算,0.2000
wenceng,紋層,0.2500
wencha,溫差,0.2494
wenchang,文昌,0.2522
wenchangshi,文昌市,0.2000
wenchangyu,文昌魚,0.2000
wenchaogong,文抄公,0.2000
wenche,轀車,0.2500
wenchen,文臣,0.2500
wencheng,文成,0.2500
wenchengxian,文成縣,0.2000
wenchong,蚊蟲,0.2500
wenchu,聞出,0.2500
wenchuan,汶川,0.2784
wenchuandadizhen,汶川大地震,0.2000
wenchuandizhen,汶川地震,0.2000
wenchuang,文創,0.2500
wenchuang,溫床,0.2500
wenchuangchanye,文創產業,0.2000
wenchuangshangpin,文創商品,0.2000
wenchuanxian,汶川縣,0.2000
wenci,文詞,0.2500
wenci,文辭,0.2500
wenci,紋刺,0.2500
wencun,溫存,0.2500
wenda,問答,0.3512
wenda,聞達,0.2500
wendai,溫帶,0.2500
wendan,文旦,0.2500
wendang,文檔,0.5273
wendang,穩當,0.2500
wendangduixiangmoxing,文檔對象模型,0.2000
wendao,問道,0.3381
wendao,聞到,0.2939
wendao,問倒,0.2500
wendaoyumang,問道於盲,0.2000
wendeheke,溫得和克,0.2000
wendeng,文登,0.2500
wendengqu,文登區,0.2000
wendie,文牒,0.2500
wending,穩定,0.6502
wending,問鼎,0.2500
wendingbi,穩定幣,0.2000
wendingdu,穩定度,0.2000
wendingqingzhong,問鼎輕重,0.2000
wendingtang,穩定塘,0.2000
wendingxing,穩定性,0.4940
wendingzhongyuan,問鼎中原,0.2000
wendu,溫度,0.5416
wendu,文牘,0.2500
wendu,文讀,0.2500
wendubiao,溫度表,0.2000
wenduji,溫度計,0.2000
wendutidu,溫度梯度,0.2000
wenduzhuyi,文牘主義,0.2000
wenfa,文法,0.2500
wenfangsibao,文房四寶,0.2000
wenfeng,文風,0.2583
wenfeng,文峰,0.2500
wenfengbudong,文風不動,0.2000
wenfengbudong,紋風不動,0.2000
wenfengerdong,聞風而動,0.2000
wenfengqu,文峰區,0.2000
wenfengsangdan,聞風喪膽,0.2000
wenfengxiandun,聞風先遁,0.2000
weng,翁,0.2900
weng,甕,0.2420
weng,嗡,0.2407
weng,瓮,0.2314
weng,滃,0.2294
weng,蕹,0.2290
weng,蓊,0.2262
weng,鶲,0.2247
weng,鎓,0.2228
weng,齆,0.2174
weng,奣,0.2167
weng,暡,0.2162
weng,塕,0.2159
weng,嵡,0.2158
weng,螉,0.2152
weng,瞈,0.2138
weng,罋,0.2130
wengan,甕安,0.2500
wenganxian,甕安縣,0.2000
wenganxian,翁安縣,0.2000
wengao,文告,0.2500
wengao,文稿,0.2497
wengbeng,塕埲,0.2500
wengcai,甕菜,0.2500
wengcai,蓊菜,0.2500
wengcai,蕹菜,0.2500
wengcheng,甕城,0.2500
wenge,文革,0.2943
wenge,文蛤,0.2500
wengehua,溫哥華,0.2554
wengehuadao,溫哥華島,0.2000
wenggu,翁姑,0.2500
wengguan,甕棺,0.2500
wengguanzang,甕棺葬,0.2000
wengmeng,暡曚,0.2500
wengmeng,瞈矇,0.2500
wengniute,翁牛特,0.2000
wengniuteqi,翁牛特旗,0.2000
wengong,豱公,0.2500
wengongwuhe,文攻武嚇,0.2000
wengshan,翁山,0.2500
wengshansuji,翁山蘇姬,0.2000
wengshengwengqi,甕聲甕氣,0.2000
wengu,穩固,0.3144
wenguan,文官,0.2500
wenguerzhixin,溫故而知新,0.2000
wenguoshifei,文過飾非,0.2000
wenguozexi,聞過則喜,0.2000
wenguzhixin,溫故知新,0.2000
wengweng,嗡嗡,0.2500
wengwengdan,嗡嗡彈,0.2000
wengwengjiao,嗡嗡叫,0.2000
wengwengsheng,嗡嗡聲,0.2000
wengwengzula,嗡嗡祖拉,0.2000
wengxu,翁婿,0.2500
wengyuan,翁源,0.2500
wengyuanxian,翁源縣,0.2000
wengzhongzhibie,甕中之鱉,0.2000
wengzhongzhuobie,甕中捉鱉,0.2000
wengzong,螉䗥,0.2500
wenhanwennuan,問寒問暖,0.2000
wenhao,問號,0.2758
wenhao,問好,0.2731
wenhao,文號,0.2500
wenhao,文豪,0.2500
wenhe,溫和,0.4201
wenhe,吻合,0.2754
wenhen,吻痕,0.2500
wenheng,穩恆,0.2500
wenhengtai,穩恆態,0.2000
wenhepai,溫和派,0.2000
wenhexing,溫和性,0.2000
wenhou,問候,0.3151
wenhou,溫厚,0.2500
wenhou,穩厚,0.2500
wenhoubei,紋喉鵯,0.2000
wenhoufengmei,紋喉鳳鶥,0.2000
wenhu,溫乎,0.2500
wenhua,文化,0.6970
wenhua,問話,0.2500
wenhuaceng,文化層,0.2000
wenhuacheng,文化城,0.2000
wenhuachongji,文化衝擊,0.2000
wenhuachuantong,文化傳統,0.2000
wenhuadageming,文化大革命,0.2000
wenhuagong,文化宮,0.2000
wenhuahelvyoubu,文化和旅遊部,0.2000
wenhuahuangmo,文化荒漠,0.2000
wenhuajiaoliu,文化交流,0.2548
wenhuaquan,文化圈,0.2000
wenhuare,文化熱,0.2000
wenhuashamo,文化沙漠,0.2000
wenhuashi,文化史,0.2000
wenhuashuiping,文化水平,0.2000
wenhuayichan,文化遺產,0.2685
wenhuazhangai,文化障礙,0.2000
wenhuibao,文彙報,0.2000
wenhuo,溫和,0.4201
wenhuo,文火,0.2500
wenhuo,穩獲,0.2500
wenji,文集,0.2719
wenji,吻技,0.2500
wenjiabao,溫家寶,0.3027
wenjian,文件,0.6595
wenjian,穩健,0.3084
wenjian,聞見,0.2500
wenjiandaxiao,文件大小,0.2000
wenjianfuwuqi,文件服務器,0.2000
wenjiang,溫江,0.2500
wenjiangeshi,文件格式,0.2495
wenjiangqu,溫江區,0.2000
wenjiangxuehai,文江學海,0.2000
wenjianjia,文件夾,0.3693
wenjiao,文教,0.2481
wenjin,問津,0.2500
wenjindu,文錦渡,0.2000
wenjing,文靜,0.2581
wenjing,問荊,0.2500
wenjing,溫靜,0.2500
wenjing,穩靜,0.2500
wenjiqiwu,聞雞起舞,0.2000
wenjiu,溫酒,0.2500
wenju,文具,0.2594
wenju,溫居,0.2500
wenjuan,問卷,0.2921
wenjudian,文具店,0.2000
wenjue,溫覺,0.2500
wenjushang,文具商,0.2000
wenkang,文康,0.2500
wenkanghuodong,文康活動,0.2000
wenke,文科,0.4006
wenkeshaji,問客殺雞,0.2000
wenkexueshi,文科學士,0.2000
wenkong,穩控,0.2500
wenku,文庫,0.2515
wenlai,文萊,0.2500
wenlai,汶萊,0.2500
wenlaidalusalanguo,文萊達魯薩蘭國,0.2000
wenli,紋理,0.3510
wenli,溫理,0.2500
wenli,文理,0.2490
wenlian,文聯,0.2500
wenlian,穩練,0.2500
wenliang,溫良,0.2500
wenliang,轀輬,0.2500
wenlianggongjian,溫良恭儉,0.2000
wenlianggongjianrang,溫良恭儉讓,0.2000
wenliangrenrang,溫良忍讓,0.2000
wenling,溫嶺,0.2500
wenlingshi,溫嶺市,0.2000
wenliu,紊流,0.2500
wenlu,紋路,0.2733
wenlu,問路,0.2500
wenluan,紊亂,0.2734
wenlv,文旅,0.2500
wenlv,紋縷,0.2500
wenlvbu,文旅部,0.2000
wenlvr,紋縷兒,0.2000
wenmang,文盲,0.2591
wenmi,文秘,0.2500
wenmian,文面,0.2500
wenmian,紋面,0.2500
wenming,文明,0.5949
wenming,聞名,0.2726
wenming,問名,0.2500
wenmingbing,文明病,0.2000
wenmingburujianmian,聞名不如見面,0.2000
wenminghua,文明化,0.2000
wenmingxiaer,聞名遐邇,0.2000
wenmingxiaoshi,文明小史,0.2000
wenmingyushi,聞名於世,0.2000
wenmo,文墨,0.2500
wenna,穩拿,0.2500
wennibo,溫尼伯,0.2000
wennuan,溫暖,0.4921
wenping,文憑,0.3336
wenpo,榲桲,0.2500
wenpo,穩婆,0.2500
wenqi,文氣,0.2500
wenqian,搵錢,0.2500
wenqiesite,溫切斯特,0.2000
wenqing,溫情,0.2877
wenqing,文青,0.2500
wenqingmomo,溫情脈脈,0.2000
wenquan,溫泉,0.2966
wenquancheng,溫泉城,0.2000
wenquandan,溫泉蛋,0.2000
wenquanxian,溫泉縣,0.2000
wenquxing,文曲星,0.2000
wenre,溫熱,0.2617
wenren,文人,0.3578
wenren,聞人,0.2500
wenrenxiangqing,文人相輕,0.2000
wenrou,溫柔,0.4777
wenrun,溫潤,0.2500
wenruoshusheng,文弱書生,0.2000
wenruqiren,文如其人,0.2000
wenrutaishan,穩如泰山,0.2000
wenshan,文山,0.2500
wenshang,汶上,0.2500
wenshangqu,聞上去,0.2000
wenshangxian,汶上縣,0.2000
wenshanhuihai,文山會海,0.2000
wenshanqu,文山區,0.2000
wenshanshi,文山市,0.2000
wenshanxian,文山線,0.2000
wenshanzhou,文山州,0.2000
wenshanzhuangzumiaozuzizhizhou,文山壯族苗族自治州,0.2000
wenshen,紋身,0.2904
wenshen,文身,0.2500
wenshen,瘟神,0.2500
wensheng,文聖,0.2500
wensheng,穩勝,0.2500
wenshengqu,文聖區,0.2000
wenshi,問世,0.2801
wenshi,溫室,0.2538
wenshi,問事,0.2500
wenshi,問市,0.2500
wenshi,搵食,0.2500
wenshi,文士,0.2500
wenshi,文石,0.2500
wenshi,文飾,0.2500
wenshi,穩實,0.2500
wenshi,紋飾,0.2500
wenshi,文史,0.2484
wenshiqiti,溫室氣體,0.2000
wenshixiaoying,溫室效應,0.2000
wenshu,文書,0.3801
wenshu,文殊,0.2500
wenshu,溫書,0.2500
wenshuchuli,文書處理,0.2000
wenshui,文水,0.2500
wenshuixian,文水縣,0.2000
wenshuizhuqingwa,溫水煮青蛙,0.2000
wenshun,溫順,0.2490
wenshupusa,文殊菩薩,0.2000
wenshushilipusa,文殊師利菩薩,0.2000
wensi,文思,0.2500
wensi,紋絲,0.2500
wensibudong,紋絲不動,0.2000
wensidun,溫斯頓,0.2000
wensir,紋絲兒,0.2000
wensu,溫宿,0.2500
wensuoweiwen,聞所未聞,0.2000
wensuxian,溫宿縣,0.2000
wentai,穩態,0.2500
wentaililun,穩態理論,0.2000
wentan,文壇,0.2534
wentetuer,溫特圖爾,0.2000
wenti,問題,0.7670
wenti,文體,0.2666
wentianxiang,文天祥,0.2000
wentie,穩貼,0.2500
wentirou,溫體肉,0.2000
wentong,文童,0.2500
wentoubanchimei,紋頭斑翅鶥,0.2000
wentun,溫吞,0.2500
wentuo,穩妥,0.2709
wenwan,溫婉,0.2500
wenwang,溫網,0.2500
wenwen,溫文,0.2500
wenwen,溫溫,0.2500
wenwenerya,溫文爾雅,0.2000
wenwu,文物,0.4260
wenwu,文武,0.2485
wenwubaiguan,文武百官,0.2000
wenwuheyi,文武合一,0.2000
wenwujing,文物徑,0.2000
wenwushuangquan,文武雙全,0.2000
wenxi,吻戲,0.2500
wenxi,文戲,0.2500
wenxi,溫習,0.2500
wenxi,聞喜,0.2500
wenxi,聞悉,0.2500
wenxian,文獻,0.5253
wenxian,文縣,0.2500
wenxian,溫縣,0.2500
wenxiang,蚊香,0.2500
wenxianxue,文獻學,0.2000
wenxin,溫馨,0.3331
wenxintishi,溫馨提示,0.2832
wenxinwukui,問心無愧,0.2000
wenxinyoukui,問心有愧,0.2000
wenxiong,文胸,0.2500
wenxiongbanchimei,紋胸斑翅鶥,0.2000
wenxiongjiaomei,紋胸鷦鶥,0.2000
wenxiongmei,紋胸鶥,0.2000
wenxiongzhique,紋胸織雀,0.2000
wenxiongzhuomuniao,紋胸啄木鳥,0.2000
wenxiu,紋繡,0.2500
wenxixian,聞喜縣,0.2000
wenxu,溫煦,0.2500
wenxuan,文宣,0.2500
wenxuan,文選,0.2500
wenxuanbu,文宣部,0.2000
wenxue,文學,0.5876
wenxue,溫血,0.2500
wenxueboshi,文學博士,0.2000
wenxuejia,文學家,0.2575
wenxuejujiang,文學巨匠,0.2000
wenxueshi,文學史,0.2645
wenxueshi,文學士,0.2000
wenxun,問訊,0.2500
wenxun,溫馴,0.2500
wenxun,聞訊,0.2500
wenxuque,文鬚雀,0.2000
wenya,文雅,0.2500
wenya,溫壓,0.2500
wenya,溫雅,0.2500
wenya,穩壓,0.2500
wenyaerjiguan,穩壓二極管,0.2000
wenyan,文言,0.2500
wenyan,聞言,0.2483
wenyanhuanliu,溫鹽環流,0.2000
wenyanwen,文言文,0.3114
wenyi,文藝,0.4306
wenyi,瘟疫,0.2812
wenyibing,文藝兵,0.2000
wenyiduo,聞一多,0.2000
wenyifuxing,文藝復興,0.2854
wenyin,紋銀,0.2500
wenyiyanchu,文藝演出,0.2000
wenyizaidao,文以載道,0.2000
wenyizhishi,聞一知十,0.2000
wenyizuopin,文藝作品,0.2000
wenyu,文娛,0.2500
wenyu,溫玉,0.2500
wenyuan,文員,0.2863
wenyuan,文苑,0.2500
wenyuanyinghua,文苑英華,0.2000
wenyue,文約,0.2500
wenyueceng,溫躍層,0.2000
wenzaiyin,文在寅,0.2000
wenze,問責,0.2498
wenzexing,問責性,0.2000
wenzezifu,文責自負,0.2000
wenzhai,文摘,0.2515
wenzhang,文章,0.7305
wenzhang,紋章,0.2500
wenzhang,蚊帳,0.2500
wenzhawenda,穩扎穩打,0.2485
wenzhen,問診,0.2540
wenzhen,聞診,0.2500
wenzhengming,文徵明,0.2000
wenzhi,文職,0.2500
wenzhibinbin,文質彬彬,0.2000
wenzhiwugong,文治武功,0.2000
wenzhong,穩重,0.2715
wenzhong,文種,0.2500
wenzhongqiujin,穩中求進,0.2000
wenzhou,溫州,0.3494
wenzhoushi,溫州市,0.2585
wenzhouzhou,文縐縐,0.2000
wenzhouzhou,文謅謅,0.2000
wenzhu,問住,0.2500
wenzhu,文竹,0.2500
wenzi,文字,0.6788
wenzi,蚊子,0.4113
wenzibao,蚊子包,0.2000
wenzichuli,文字處理,0.2000
wenzidang,文字檔,0.2000
wenzigaige,文字改革,0.2000
wenziguan,蚊子館,0.2000
wenzixue,文字學,0.2000
wenzixuejia,文字學家,0.2000
wenziyu,文字獄,0.2000
wenzizaixiaoyeshirou,蚊子再小也是肉,0.2000
wenzong,文宗,0.2500
wenzui,問罪,0.2500
wenzuizhishi,問罪之師,0.2000
wenzuodiaoyutai,穩坐釣魚臺,0.2000
wo,我,0.9500
wo,喔,0.4308
wo,窩,0.3386
wo,握,0.2941
wo,臥,0.2746
wo,沃,0.2687
wo,硪,0.2537
wo,渦,0.2454
wo,倭,0.2448
wo,渥,0.2388
wo,蝸,0.2388
wo,肟,0.2369
wo,撾,0.2366
wo,斡,0.2354
wo,齷,0.2331
wo,瓁,0.2324
wo,萵,0.2313
wo,偓,0.2293
wo,幄,0.2291
wo,涴,0.2256
wo,婐,0.2191
wo,薶,0.2186
wo,踒,0.2158
wobei,我輩,0.2500
wobie,握別,0.2500
wobing,臥病,0.2500
wobor,窩脖兒,0.2000
wobuan,臥不安,0.2000
wocan,臥蠶,0.2500
wocang,窩藏,0.2500
wocang,臥艙,0.2500
wocao,臥槽,0.3717
wocao,我操,0.2500
wocao,我曹,0.2500
wocao,我肏,0.2500
wocao,臥草,0.2500
wochao,窩巢,0.2500
woche,臥車,0.2500
wochi,握持,0.2500
wochonggang,渦蟲綱,0.2000
wochuang,臥床,0.2500
wochuang,蝸窗,0.2500
wochuo,齷齪,0.2613
woda,窩咑,0.2500
wodafeng,沃達豐,0.2000
wodao,臥倒,0.2500
wodeng,我等,0.2600
wodeshijie,我的世界,0.2961
wodi,臥底,0.2800
wodian,窩點,0.2500
wodui,渥堆,0.2500
wodun,沃頓,0.2500
woerfensen,沃爾芬森,0.2000
woerfu,沃爾夫,0.2000
woerfujiang,沃爾夫獎,0.2000
woerfusibao,沃爾夫斯堡,0.2000
woerma,沃爾瑪,0.2822
woerwo,沃爾沃,0.2863
wofang,我方,0.3161
wofang,臥房,0.2500
wofo,臥佛,0.2500
wofu,窩夫,0.2500
wogan,蝸桿,0.2500
woganfu,蝸桿副,0.2000
wogong,窩工,0.2500
wogua,倭瓜,0.2500
woguan,沃灌,0.2500
wogui,臥軌,0.2500
woguo,我國,0.6457
woguor,臥果兒,0.2000
wohe,渦核,0.2500
woheixingxing,倭黑猩猩,0.2000
wohu,臥虎,0.2500
wohucanglong,臥虎藏龍,0.2000
wojiang,渦槳,0.2500
woju,臥具,0.2500
woju,萵苣,0.2500
woju,蝸居,0.2500
wojun,倭軍,0.2500
wokao,我靠,0.2567
wokesihaoer,沃克斯豪爾,0.2000
wokou,倭寇,0.2500
wokuotai,窩闊臺,0.2000
wokuotaihan,窩闊臺汗,0.2000
wolegequ,我勒個去,0.2000
woli,握力,0.2500
woliao,窩料,0.2500
wolidou,窩裡鬥,0.2000
wolifan,窩裡反,0.2000
woliheng,窩裡橫,0.2000
woliu,渦流,0.2500
wolong,臥龍,0.2510
wolongdaxiongmaobaohuqu,臥龍大熊貓保護區,0.2000
wolonggang,臥龍崗,0.2000
wolongqu,臥龍區,0.2000
wolongziranbaohuqu,臥龍自然保護區,0.2000
wolu,蝸廬,0.2500
wolun,渦輪,0.2860
wolun,沃倫,0.2500
wolunpenqifadongji,渦輪噴氣發動機,0.2000
wolunzhoufadongji,渦輪軸發動機,0.2000
woluonieri,沃羅湼日,0.2000
womayawangchao,倭馬亞王朝,0.2000
women,我們,0.7877
wonang,窩囊,0.2490
wonangfei,窩囊廢,0.2000
wonangfei,窩囊費,0.2000
wonangqi,窩囊氣,0.2000
wonei,臥內,0.2500
woniu,蝸牛,0.2915
wonongbao,窩膿包,0.2000
wopen,渦噴,0.2500
wopu,臥鋪,0.2561
woqu,我去,0.4920
woquan,握拳,0.2500
worang,沃壤,0.2500
worao,沃饒,0.2500
woren,倭人,0.2500
woren,我人,0.2500
woshan,渦扇,0.2500
woshi,臥室,0.3821
woshi,臥式,0.2500
woshou,握手,0.2796
woshui,沃水,0.2500
wosi,我司,0.2695
wosun,萵筍,0.2500
wota,臥榻,0.2500
wotaihua,渥太華,0.2000
wotesen,沃特森,0.2000
wotu,沃土,0.2500
wotui,臥推,0.3485
wowei,臥位,0.2500
wowotou,窩窩頭,0.2000
woxin,窩心,0.2500
woxinchangdan,臥薪嘗膽,0.2000
woxinchangdan,臥薪嚐膽,0.2000
woxing,蝸行,0.2500
woxingniubu,蝸行牛步,0.2000
woxingwosu,我行我素,0.2000
woxuan,斡旋,0.2500
woxuan,渦旋,0.2500
woxuan,蝸旋,0.2500
woyan,沃衍,0.2500
woyan,蝸蜒,0.2500
woye,沃野,0.2500
woyeshizuile,我也是醉了,0.2000
woyou,握有,0.2500
wozhegeren,我這個人,0.2578
wozher,我這兒,0.2000
wozhou,沃州,0.2500
wozhu,握住,0.2685
wozhu,窩主,0.2500
wozhua,握爪,0.2500
wozhuo,齷濁,0.2500
wozi,窩子,0.2500
wozuiyumian,我醉欲眠,0.2000
wu,於,0.7282
wu,無,0.6629
wu,五,0.5479
wu,吳,0.4700
wu,惡,0.4597
wu,物,0.4366
wu,吾,0.4194
wu,舞,0.3748
wu,武,0.3717
wu,屋,0.3476
wu,誤,0.3114
wu,烏,0.3073
wu,霧,0.3056
wu,唔,0.3000
wu,勿,0.2989
wu,伍,0.2928
wu,務,0.2853
wu,悟,0.2822
wu,午,0.2807
wu,捂,0.2705
wu,巫,0.2663
wu,嗚,0.2554
wu,污,0.2551
wu,戊,0.2482
wu,鄔,0.2482
wu,毋,0.2480
wu,晤,0.2472
wu,塢,0.2466
wu,鎢,0.2465
wu,兀,0.2451
wu,蕪,0.2424
wu,梧,0.2422
wu,鶩,0.2369
wu,汙,0.2368
wu,誣,0.2367
wu,廡,0.2361
wu,鋈,0.2361
wu,寤,0.2360
wu,蜈,0.2355
wu,婺,0.2349
wu,騖,0.2349
wu,焐,0.2343
wu,嫵,0.2340
wu,侮,0.2339
wu,浯,0.2329
wu,忤,0.2323
wu,芴,0.2318
wu,仵,0.2314
wu,憮,0.2300
wu,鵡,0.2299
wu,屼,0.2297
wu,迕,0.2294
wu,杌,0.2287
wu,鼯,0.2276
wu,潕,0.2274
wu,汚,0.2269
wu,圬,0.2267
wu,痦,0.2267
wu,俉,0.2265
wu,沕,0.2264
wu,牾,0.2263
wu,橆,0.2260
wu,洿,0.2257
wu,珷,0.2252
wu,啎,0.2239
wu,鵐,0.2236
wu,倵,0.2222
wu,鋙,0.2217
wu,阢,0.2217
wu,郚,0.2216
wu,靰,0.2214
wu,娒,0.2197
wu,麌,0.2193
wu,峿,0.2192
wu,禑,0.2189
wu,鋘,0.2188
wu,悞,0.2183
wu,碔,0.2182
wu,甒,0.2180
wu,扤,0.2175
wu,卼,0.2170
wu,蘁,0.2160
wu,隖,0.2154
wu,遻,0.2148
wu,摀,0.2032
wu,㐅,0.2000
wu,杇,0.2000
wuai,無礙,0.2500
wuai,霧靄,0.2500
wuan,午安,0.2500
wuan,武安,0.2500
wuanshi,武安市,0.2000
wuba,五霸,0.2500
wubabituona,戊巴比妥鈉,0.2000
wubaidi,烏拜迪,0.2000
wubainianqianshiyijia,五百年前是一家,0.2000
wuban,舞伴,0.2500
wubangguo,吳邦國,0.2000
wubanzouhechang,無伴奏合唱,0.2000
wubao,塢堡,0.2500
wubawo,無把握,0.2000
wubei,吾輩,0.2500
wubeizishu,五倍子樹,0.2000
wubi,無比,0.5203
wubi,務必,0.3310
wubi,五筆,0.2682
wubi,塢壁,0.2500
wubi,舞弊,0.2500
wubi,蕪鄙,0.2500
wubian,無邊,0.2681
wubian,舞抃,0.2500
wubianwuji,無邊無際,0.2000
wubianxing,五邊形,0.2000
wubiaoqing,無表情,0.2000
wubibianma,五筆編碼,0.2000
wubingshenyin,無病呻吟,0.2000
wubingzijiu,無病自灸,0.2000
wubishurufa,五筆輸入法,0.2000
wubizixing,五筆字型,0.2000
wubizixing,五筆字形,0.2000
wubo,蕪駁,0.2500
wubu,無不,0.3088
wubu,舞步,0.2501
wubu,吳堡,0.2500
wubu,無補,0.2500
wubuda,無不達,0.2000
wubushe,五步蛇,0.2000
wubuxian,吳堡縣,0.2000
wucai,五彩,0.2549
wucai,無猜,0.2500
wucaibinfen,五彩繽紛,0.2000
wucaizhixie,五彩紙屑,0.2000
wucan,午餐,0.3098
wucanhui,午餐會,0.2000
wucanrou,午餐肉,0.2000
wucha,誤差,0.3816
wuchan,物產,0.2500
wuchang,無償,0.2701
wuchang,武昌,0.2694
wuchang,無常,0.2613
wuchang,五常,0.2500
wuchang,烏鯧,0.2500
wuchang,舞場,0.2500
wuchangqiyi,武昌起義,0.2000
wuchangqu,武昌區,0.2000
wuchangshi,五常市,0.2000
wuchanjieji,無產階級,0.2752
wuchanzhe,無產者,0.2000
wuchaosuozhi,物超所值,0.2000
wuche,誤車,0.2500
wuchen,戊辰,0.2500
wucheng,婺城,0.2500
wucheng,武城,0.2500
wucheng,無成,0.2500
wuchengen,吳承恩,0.2000
wuchengqu,婺城區,0.2000
wuchengxian,武城縣,0.2000
wuchenxian,無襯線,0.2000
wuchi,無恥,0.3183
wuchi,無翅,0.2500
wuchi,舞池,0.2500
wuchiyilong,無齒翼龍,0.2000
wuchu,無處,0.2734
wuchu,吳楚,0.2500
wuchu,誤觸,0.2500
wuchuan,務川,0.2500
wuchuan,吳川,0.2500
wuchuan,武川,0.2500
wuchuanchengyunren,無船承運人,0.2000
wuchuangelaozumiaozuzizhixian,務川仡佬族苗族自治縣,0.2000
wuchuanshi,吳川市,0.2000
wuchuanxian,務川縣,0.2000
wuchuanxian,武川縣,0.2000
wuchubuzai,無處不在,0.2978
wuchun,戊醇,0.2500
wuchunpijiu,無醇啤酒,0.2000
wuchuqiyou,無出其右,0.2000
wuchurongshen,無處容身,0.2000
wuci,蕪詞,0.2500
wucong,無從,0.2768
wucongxiashou,無從下手,0.2619
wucui,烏翠,0.2500
wucuiqu,烏翠區,0.2000
wucuo,無措,0.2500
wuda,武打,0.2500
wuda,烏達,0.2500
wudahu,五大湖,0.2000
wudai,五代,0.2955
wudaishi,五代史,0.2000
wudaishiguo,五代十國,0.2000
wudalianchi,五大連池,0.2000
wudalianchishi,五大連池市,0.2000
wudamingshan,五大名山,0.2000
wudan,武旦,0.2500
wudang,烏當,0.2500
wudangpai,無黨派,0.2000
wudangqu,烏當區,0.2000
wudangshan,武當山,0.2000
wudao,舞蹈,0.4080
wudao,誤導,0.3787
wudao,悟道,0.2500
wudao,無道,0.2500
wudaojia,舞蹈家,0.2000
wudaokou,五道口,0.2506
wudapian,武打片,0.2000
wudaqu,烏達區,0.2000
wudasancu,五大三粗,0.2000
wudawuxiao,無大無小,0.2000
wudawuzhuang,誤打誤撞,0.2000
wudayi,五打一,0.2000
wudazhou,五大洲,0.2000
wude,武德,0.2500
wudehaosi,伍德豪斯,0.2000
wudelezhi,烏德勒支,0.2000
wudeng,兀凳,0.2500
wudeng,吾等,0.2500
wudeng,杌凳,0.2500
wudeng,霧燈,0.2500
wudenghuiyuan,五燈會元,0.2000
wudengjuewei,五等爵位,0.2000
wudi,無敵,0.4170
wudi,五帝,0.2500
wudi,無底,0.2500
wudi,無棣,0.2500
wudian,污點,0.2535
wudian,誤點,0.2500
wudiao,烏鵰,0.2500
wudiaoxiao,烏鵰鴞,0.2000
wudidong,無底洞,0.2000
wudifangshi,無的放矢,0.2000
wudikeng,無底坑,0.2000
wuding,屋頂,0.2965
wuding,武丁,0.2500
wuding,武定,0.2500
wudingxian,武定縣,0.2000
wudingxingtan,無定形碳,0.2000
wudixian,無棣縣,0.2000
wudizirong,無地自容,0.2000
wudong,舞動,0.2585
wudong,烏鶇,0.2500
wudongde,烏東德,0.2000
wudongmian,烏冬麵,0.2000
wudongwuxia,無冬無夏,0.2000
