# Quick phrase corpus derived from pinned rime-cangjie and rime-essay sources.
# Canonical Cangjie code is converted to first+last Quick code; reviewed HK rows are merged by text.
# rime-cangjie commit: 52d90a1b1312e74042b38c1cbc8142defbc53171; SHA-256: 18d989bf21d0bb86b402f18be4dd060bf2653896c95448afb01d4da2e6be5464
# rime-essay commit: 0debef3f5ae37f081758dd8bbd1fe79719410f7c; SHA-256: 4f32414039eb7f8a876acd8e94bd81c78fefafde56a352f7a3b8b2b74ca09c71
# Frequency units: 0.2000 + 0.6000 * count / (count + 10000), truncated to four decimals.
# Fields: phrase,quick_code,freq,hk_core
phrase,quick_code,freq,hk_core
招待所,qrhihl,0.2580,0
招生,qrhm,0.4655,0
招生簡章,qrhmhayj,0.2483,0
招生人數,qrhmolk,0.2865,0
招生計劃,qrhmyjln,0.2522,0
招行,qrhn,0.3236,0
搭乘,qrhp,0.2538,0
扣籃,qrht,0.2539,0
搶先,qrhu,0.2672,0
拘留,qrhw,0.2633,0
搶救,qrik,0.3208,0
招式,qrim,0.3332,0
拓寬,qrji,0.2775,0
搭載,qrjj,0.3702,0
搭車,qrjj,0.2563,0
搭載了,qrjjnn,0.2557,0
招考,qrjs,0.2588,0
搶奪,qrki,0.2833,0
招牌,qrlj,0.3675,0
招數,qrlk,0.2726,0
抬頭,qrmc,0.3547,0
抬頭看,qrmchu,0.2520,0
擔憂,qrme,0.3885,0
捨不得,qrmfhi,0.3247,0
搭理,qrmg,0.2645,0
哲理,qrmg,0.2638,0
招致,qrmk,0.2478,0
招工,qrmm,0.2510,0
搶到,qrmn,0.2875,0
招到,qrmn,0.2498,0
搭配,qrmu,0.6364,0
擔負,qrnc,0.2665,0
扣除,qrnd,0.3843,0
擔子,qrnd,0.2488,0
搶了,qrnn,0.2940,0
招了,qrnn,0.2701,0
扣了,qrnn,0.2518,0
搶險,qrno,0.2625,0
搭建,qrnq,0.4769,0
招人,qro,0.3830,0
手足,qro,0.2543,0
擔保,qrod,0.3855,0
擔保公司,qrodcisr,0.2649,0
擔任,qrog,0.5052,0
捂住,qrog,0.2546,0
搶修,qroh,0.2508,0
搶佔,qror,0.2770,0
擔心,qrp,0.6084,0
擔心的,qrphi,0.2795,0
招手,qrq,0.2559,0
抬手,qrq,0.2543,0
搶手,qrq,0.2493,0
招投標,qrqedf,0.2592,0
扣押,qrql,0.2497,0
拓撲,qrqo,0.2850,0
招招,qrqr,0.2605,0
招呼,qrrd,0.3330,0
括號,qrrn,0.2554,0
招聘,qrss,0.5922,0
招聘會,qrssoa,0.2719,0
招聘信息,qrssorhp,0.2790,0
招聘網站,qrssvvyr,0.2822,0
拓展,qrsv,0.4256,0
招惹,qrtp,0.2512,0
招募,qrts,0.3469,0
捂着,qrtu,0.2590,0
搶着,qrtu,0.2529,0
招收,qrvk,0.3634,0
搶斷,qrvl,0.2864,0
擱置,qrwm,0.2525,0
摳圖,qrww,0.2595,0
捨棄,qryd,0.3051,0
招辦,qryj,0.2515,0
搭上,qrym,0.2584,0
招商,qryr,0.3681,0
抬高,qryr,0.3041,0
搶占,qryr,0.2770,0
誓言,qryr,0.2708,0
招商銀行,qryrcvhn,0.2812,0
招商引資,qryrnlic,0.2856,0
搭訕,qryu,0.2719,0
拋開,qsat,0.4247,0
手臂,qsb,0.4515,0
拷貝,qsbc,0.3085,0
拒賠,qsbr,0.2479,0
撈錢,qsci,0.2504,0
拋光,qsfu,0.2546,0
拋物,qshh,0.2554,0
扔在,qskg,0.2517,0
拒不,qsmf,0.2528,0
拋磚引玉,qsminlmi,0.2835,0
扔到,qsmn,0.2882,0
扔下,qsmy,0.2517,0
扔了,qsnn,0.3080,0
拋售,qsor,0.2890,0
扔掉,qsqj,0.2958,0
拋出,qsuu,0.2968,0
撈出,qsuu,0.2660,0
拐彎,qsvn,0.2483,0
拒絕,qsvu,0.5971,0
拒絕了,qsvunn,0.3639,0
拐點,qswr,0.2554,0
拋棄,qsyd,0.4348,0
拋棄了,qsydnn,0.2965,0
扔進,qsyg,0.2812,0
拉開,qtat,0.3645,0
拉昇,qtat,0.2890,0
拉開了,qtatnn,0.2510,0
拉肚子,qtbgnd,0.2615,0
拉胯,qtbs,0.2803,0
拉鏈,qtcj,0.2579,0
拉滿,qteb,0.2802,0
拼湊,qtek,0.2614,0
耕地,qtgd,0.2810,0
拉起,qtgu,0.2574,0
拼的,qthi,0.2686,0
拉風,qthi,0.2552,0
拉動,qths,0.3008,0
手藝,qti,0.3160,0
拼寫,qtjf,0.2876,0
拼車,qtjj,0.2500,0
拉麪,qtjs,0.2573,0
拉大,qtk,0.2522,0
拉力,qtks,0.2736,0
拉票,qtmf,0.2508,0
拉到,qtmn,0.3673,0
拉丁,qtmn,0.2561,0
拉丁語,qtmnyr,0.2706,0
拉下,qtmy,0.2490,0
拉了,qtnn,0.2989,0
拼了,qtnn,0.2512,0
拉登,qtnt,0.2559,0
拉人,qto,0.2550,0
拉住,qtog,0.2682,0
拼命,qtol,0.4448,0
拉伸,qtol,0.4048,0
拼命的,qtolhi,0.2532,0
拉低,qtom,0.2849,0
拉倒,qton,0.2529,0
耕作,qtos,0.2481,0
拼搏,qtqi,0.2828,0
耕耘,qtqi,0.2540,0
拉扯,qtqm,0.2940,0
拉攏,qtqp,0.2793,0
拉拉,qtqt,0.2820,0
拼接,qtqv,0.3258,0
拉屎,qtsd,0.2631,0
拉長,qtsv,0.2849,0
拉美,qttk,0.2597,0
拉薩,qttm,0.2905,0
拉着,qttu,0.3417,0
拉出,qtuu,0.2670,0
拉出來,qtuudo,0.2945,0
拉絲,qtvf,0.2488,0
拉黑,qtwf,0.3174,0
拼圖,qtww,0.2763,0
拼音,qtya,0.3499,0
摒棄,qtyd,0.2777,0
拉近,qtyl,0.2563,0
拉新,qtyl,0.2549,0
拉上,qtym,0.2605,0
拉高,qtyr,0.2778,0
耗時,quai,0.3384,0
把時間,quaiaa,0.2869,0
把門,quan,0.2501,0
把問題,quarac,0.2569,0
把關,quat,0.2611,0
搖晃,quau,0.2636,0
規則,qubn,0.6589,0
把臉,qubo,0.2499,0
搗亂,qubu,0.2688,0
把目光,qubufu,0.2499,0
掘金,quc,0.3293,0
把錢,quci,0.4162,0
掏錢,quci,0.3191,0
耗材,qudh,0.2657,0
搖桿,qudj,0.2621,0
規模,qudk,0.5390,0
規模最大,qudkaek,0.2657,0
規模化,qudkop,0.2580,0
規模以上,qudkvoym,0.2499,0
規整,qudm,0.2515,0
把整個,qudmor,0.2940,0
規格,qudr,0.3886,0
扎根,qudv,0.2644,0
搖滾,quev,0.5113,0
搖滾樂,quevvd,0.3413,0
搖滾樂隊,quevvdno,0.2655,0
把精力,qufbks,0.2573,0
拙劣,qufs,0.2515,0
扎堆,qugg,0.2660,0
掩埋,qugg,0.2499,0
抱起,qugu,0.2554,0
捲積,quhc,0.2509,0
規程,quhg,0.2574,0
把我,quhi,0.5429,0
把我們,quhion,0.3056,0
把所有,quhlkb,0.4520,0
規律,quhq,0.5825,0
搖籃,quht,0.2567,0
規範,quhu,0.5495,0
規範化,quhuop,0.2770,0
把自己,quhusu,0.5965,0
挽留,quhw,0.2634,0
耗資,quic,0.2500,0
挽救,quik,0.3082,0
扎實,qujc,0.4337,0
把車,qujj,0.2790,0
把事情,qujnpb,0.2755,0
規定,qujo,0.6392,0
規定了,qujonn,0.2738,0
把它,qujp,0.5470,0
把它們,qujpon,0.3330,0
扎克,quju,0.2527,0
抱有,qukb,0.3339,0
扼殺,quke,0.2619,0
抱在,qukg,0.2534,0
把書,qula,0.2641,0
耗費,qulc,0.3589,0
規劃,quln,0.6172,0
規劃建設,qulnnqye,0.2517,0
規劃局,qulnsr,0.2495,0
規劃設計,qulnyeyj,0.2538,0
搖曳,qulp,0.2553,0
耗盡,qult,0.3019,0
搖頭,qumc,0.2926,0
把頭,qumc,0.2614,0
把球,qume,0.3019,0
把一個,qumor,0.3193,0
靚麗,qump,0.2658,0
耗電,qumu,0.2590,0
把一些,qumym,0.2713,0
抱負,qunc,0.2524,0
捲子,qund,0.3814,0
耗子,qund,0.2674,0
搖了,qunn,0.2584,0
搖了搖頭,qunnqumc,0.2481,0
把孩子,qunond,0.2892,0
抱怨,qunp,0.4975,0
把人,quo,0.3596,0
掩飾,quob,0.3004,0
把他,quod,0.5173,0
把他們,quodon,0.3826,0
把你,quof,0.5170,0
抱住,quog,0.2829,0
捲入,quoh,0.2711,0
規矩,quos,0.3890,0
靚穎,qupc,0.2573,0
把手,quq,0.3215,0
把握,quqg,0.5339,0
把握住,quqgog,0.2577,0
把握好,quqgvd,0.2669,0
把持,quqi,0.2495,0
把控,quqm,0.4020,0
搖擺,quqp,0.2735,0
攪拌,quqq,0.3294,0
攪拌均勻,quqqgmpm,0.2580,0
抱抱,ququ,0.3180,0
搖搖,ququ,0.2547,0
搖搖頭,ququmc,0.2627,0
把別人,qurno,0.2595,0
捲髮,quse,0.2530,0
把那,qusl,0.2640,0
把那些,quslym,0.2611,0
抱歉,quto,0.4005,0
掩蓋,qutt,0.3493,0
抱着,qutu,0.5034,0
捲菸,quty,0.2576,0
掏出,quuu,0.3289,0
靚女,quv,0.2721,0
把她,quvd,0.3698,0
抱團,quwi,0.3136,0
挽回,quwr,0.2844,0
掩護,quye,0.3136,0
把戲,quyi,0.2500,0
規避,quyj,0.3597,0
規章,quyj,0.2727,0
規章制度,quyjhnie,0.2645,0
把這,quyr,0.3344,0
把這種,quyrhg,0.2716,0
把這個,quyror,0.4402,0
把這些,quyrym,0.4354,0
手繪,qva,0.3498,0
表明,qvab,0.5450,0
按照,qvaf,0.7217,0
按照規定,qvafqujo,0.2511,0
按時,qvai,0.3361,0
揭開,qvat,0.2898,0
揭曉,qvau,0.2756,0
按月,qvb,0.2506,0
接受,qvbe,0.6672,0
接受度,qvbeie,0.2530,0
接受不了,qvbemfnn,0.2997,0
接受了,qvbenn,0.4011,0
接受採訪,qvbeqdys,0.2865,0
接受過,qvbeyr,0.2619,0
接見,qvbu,0.2556,0
手續,qvc,0.3985,0
按鈕,qvcg,0.4765,0
表弟,qvch,0.2707,0
手續費,qvclc,0.4089,0
按鍵,qvcq,0.3931,0
表皮,qvde,0.2719,0
表格,qvdr,0.4811,0
表演,qvec,0.5882,0
表決,qvek,0.2795,0
振盪,qvet,0.2696,0
接地,qvgd,0.2599,0
表白,qvha,0.3482,0
振興,qvhc,0.2830,0
接種,qvhg,0.3384,0
接待,qvhi,0.3457,0
接的,qvhi,0.2544,0
表徵,qvhk,0.2749,0
接管,qvhr,0.3032,0
振動,qvhs,0.3780,0
表盤,qvht,0.3063,0
接盤,qvht,0.3002,0
揭祕,qvih,0.2638,0
表態,qvip,0.3013,0
接應,qvip,0.2643,0
按摩,qviq,0.3941,0
揭穿,qvjh,0.2511,0
接軌,qvjn,0.2769,0
揭密,qvju,0.2482,0
接力,qvks,0.2620,0
振奮,qvkw,0.2586,0
表中,qvl,0.2648,0
按順序,qvlcin,0.2490,0
接頭,qvmc,0.2676,0
接球,qvme,0.3133,0
表示,qvmf,0.6974,0
揭示,qvmf,0.3026,0
表示感謝,qvmfipyi,0.2532,0
揭示了,qvmfnn,0.2674,0
按壓,qvmg,0.2963,0
接班人,qvmgo,0.2668,0
按理說,qvmgyu,0.2914,0
表面,qvml,0.5855,0
按需,qvml,0.2542,0
表面上,qvmlym,0.3618,0
表面上看,qvmlymhu,0.2492,0
接到,qvmn,0.4282,0
接到了,qvmnnn,0.2720,0
揭露,qvmr,0.3009,0
表哥,qvmr,0.2840,0
表露,qvmr,0.2523,0
表現,qvmu,0.7081,0
表現爲,qvmubf,0.3634,0
表現的,qvmuhi,0.3996,0
表現得,qvmuhi,0.3212,0
表現在,qvmukg,0.2746,0
表現力,qvmuks,0.3126,0
表現形式,qvmumhim,0.3013,0
表現了,qvmunn,0.2826,0
表現手法,qvmuqei,0.2479,0
表現出,qvmuuu,0.4682,0
表現出來,qvmuuudo,0.3483,0
接電話,qvmuyr,0.2743,0
按要求,qvmvie,0.2494,0
按下,qvmy,0.3253,0
接下,qvmy,0.2659,0
接下來,qvmydo,0.6810,0
揭發,qvne,0.2547,0
接觸,qvni,0.6273,0
接觸的,qvnihi,0.3930,0
接觸到,qvnimn,0.4753,0
接觸了,qvninn,0.2911,0
接觸過,qvniyr,0.3478,0
接了,qvnn,0.3093,0
表象,qvno,0.3202,0
按住,qvog,0.3077,0
摟住,qvog,0.2512,0
接住,qvog,0.2497,0
接入,qvoh,0.3575,0
振作,qvos,0.2525,0
表情,qvpb,0.5501,0
接手,qvq,0.3492,0
接替,qvqa,0.2561,0
表揚,qvqh,0.3129,0
按規定,qvqujo,0.2852,0
按揭,qvqv,0.2716,0
接口,qvr,0.5060,0
接吻,qvrh,0.2679,0
接單,qvrj,0.3052,0
表單,qvrj,0.2817,0
表層,qvsa,0.2771,0
接聽,qvsp,0.2764,0
按期,qvtb,0.2502,0
揭幕,qvtb,0.2499,0
振華,qvtj,0.2536,0
接着,qvtu,0.5635,0
按着,qvtu,0.2974,0
摟着,qvtu,0.2621,0
接着說,qvtuyu,0.2567,0
接納,qvvb,0.3765,0
表妹,qvvd,0.2785,0
接線,qvve,0.2564,0
接收,qvvk,0.4086,0
接收到,qvvkmn,0.2784,0
接收器,qvvkrr,0.2484,0
表姐,qvvm,0.2679,0
接通,qvyb,0.2637,0
表述,qvyd,0.4312,0
表彰,qvyh,0.2859,0
接連,qvyj,0.3136,0
接送,qvyk,0.2646,0
接近,qvyl,0.6201,0
按部就班,qvylyumg,0.2794,0
接近於,qvylyy,0.2665,0
接上,qvym,0.2700,0
表達,qvyq,0.6673,0
表達的,qvyqhi,0.4308,0
表達自己,qvyqhusu,0.3185,0
表達式,qvyqim,0.2843,0
表達能力,qvyqipks,0.2844,0
表達了,qvyqnn,0.3607,0
表達出來,qvyquudo,0.2932,0
表達方式,qvyqysim,0.3035,0
接過,qvyr,0.3159,0
抽樣,qwde,0.2558,0
抽查,qwdm,0.2710,0
抽檢,qwdo,0.2525,0
播報,qwge,0.2560,0
擂臺,qwgg,0.2536,0
播種,qwhg,0.2686,0
抽風,qwhi,0.2493,0
抽籤,qwhm,0.2614,0
抽筋,qwhs,0.2596,0
抽血,qwht,0.2703,0
抽成,qwis,0.2539,0
描寫,qwjf,0.4928,0
攔截,qwjg,0.3179,0
抽空,qwjm,0.2722,0
播客,qwjr,0.2796,0
擋在,qwkg,0.2505,0
擋不住,qwmfog,0.2522,0
抽到,qwmn,0.2768,0
抽了,qwnn,0.2737,0
抽象,qwno,0.4398,0
抽象的,qwnohi,0.3009,0
擋住,qwog,0.3002,0
攔住,qwog,0.2579,0
擋住了,qwognn,0.2524,0
抽搐,qwqw,0.2588,0
擋拆,qwqy,0.3231,0
抽取,qwse,0.2873,0
抽屜,qwst,0.3114,0
抽菸,qwty,0.3482,0
播出,qwuu,0.3451,0
抽出,qwuu,0.3056,0
描繪,qwva,0.3724,0
描繪了,qwvann,0.2523,0
抽獎,qwvk,0.2845,0
播音,qwya,0.2499,0
描述,qwyd,0.6677,0
描述的,qwydhi,0.3888,0
播放,qwyk,0.4606,0
播放列表,qwykmnqv,0.2596,0
播放器,qwykrr,0.3330,0
抽調,qwyr,0.2529,0
抽卡,qwyy,0.2573,0
擠兌,qxcu,0.2609,0
插槽,qxda,0.2641,0
擠滿,qxeb,0.2480,0
插座,qxig,0.3094,0
插在,qxkg,0.2565,0
擠在,qxkg,0.2522,0
插畫,qxlm,0.3947,0
插頭,qxmc,0.2615,0
擠壓,qxmg,0.3481,0
插入,qxoh,0.4282,0
插件,qxoq,0.5071,0
插手,qxq,0.2530,0
插曲,qxtw,0.2598,0
擠出,qxuu,0.2683,0
插圖,qxww,0.2920,0
插上,qxym,0.2730,0
排量,qyag,0.2761,0
拆開,qyat,0.3002,0
排骨,qybb,0.2894,0
拆分,qych,0.3607,0
掛鉤,qycr,0.3835,0
手遊,qyd,0.4905,0
掛機,qydi,0.2937,0
排查,qydm,0.2822,0
排水,qye,0.2697,0
排汗,qyej,0.2665,0
排污,qyes,0.2586,0
排泄,qyet,0.2557,0
掛起,qygu,0.2493,0
掛的,qyhi,0.2619,0
排的,qyhi,0.2598,0
排卵,qyhi,0.2587,0
掛科,qyhj,0.3252,0
排行,qyhn,0.2919,0
排行榜,qyhnds,0.3415,0
掛失,qyho,0.2498,0
排斥,qyhy,0.3773,0
掛靠,qyhy,0.2666,0
排序,qyin,0.4441,0
拆成,qyis,0.2484,0
手辦,qyj,0.3214,0
排布,qykb,0.2486,0
排在,qykg,0.3669,0
掛在,qykg,0.3451,0
手速,qyl,0.2553,0
手部,qyl,0.2541,0
排版,qyle,0.4972,0
掛牌,qylj,0.2950,0
排片,qyll,0.2562,0
手上,qym,0.4922,0
排球,qyme,0.2830,0
排列,qymn,0.3904,0
排到,qymn,0.3004,0
排列組合,qymnvmor,0.2584,0
排除,qynd,0.4628,0
拆除,qynd,0.2909,0
掛了,qynn,0.3883,0
拆了,qynn,0.2822,0
排隊,qyno,0.4760,0
拆解,qynq,0.3879,0
排名,qynr,0.6430,0
排名前,qynrtn,0.2578,0
排氣,qyod,0.2690,0
排便,qyok,0.2575,0
拆卸,qyol,0.2504,0
掛念,qyop,0.2505,0
掛件,qyoq,0.2493,0
排位,qyot,0.2892,0
排毒,qyqi,0.2740,0
掛掉,qyqj,0.2752,0
拆掉,qyqj,0.2535,0
排擠,qyqx,0.2853,0
掛號,qyrn,0.2811,0
掛着,qytu,0.3186,0
手記,qyu,0.2511,0
排出,qyuu,0.3331,0
手裏,qyv,0.5183,0
排練,qyvf,0.2969,0
手裏的,qyvhi,0.3510,0
掛斷,qyvl,0.2484,0
拆裝,qyvv,0.2498,0
排放,qyyk,0.3438,0
掛上,qyym,0.2614,0
拆遷,qyyu,0.3108,0
唱腔,rabm,0.2678,0
踏板,rade,0.2728,0
唱法,raei,0.2840,0
唱的,rahi,0.3989,0
唱得,rahi,0.2593,0
嗜血,raht,0.2504,0
踏實,rajc,0.3370,0
踏空,rajm,0.2491,0
唱片,rall,0.3757,0
唱片公司,rallcisr,0.2888,0
嚐到,ramn,0.2563,0
唱歌,ramo,0.5010,0
唱功,rams,0.3987,0
唱了,rann,0.2925,0
踏入,raoh,0.2948,0
嗰個,raor,0.8520,1
踏踏實實,rarajcjc,0.3207,0
啪啪啪,rarara,0.2509,0
唱着,ratu,0.2746,0
踏着,ratu,0.2479,0
唱出,rauu,0.2656,0
唱響,rava,0.2497,0
嗜好,ravd,0.2594,0
嘈雜,rayg,0.2683,0
踏進,rayg,0.2497,0
踏上,raym,0.3026,0
踏上了,raymnn,0.2584,0
嘴巴,rbau,0.3681,0
嘴臉,rbbo,0.2576,0
哺乳,rbbu,0.2539,0
哺乳動物,rbbuhshh,0.2968,0
吊銷,rbcb,0.2489,0
口服,rbe,0.2897,0
口服液,rbeek,0.2491,0
嘴炮,rbfu,0.2817,0
嘲笑,rbhk,0.4191,0
喘息,rbhp,0.2576,0
吊帶,rbkb,0.2566,0
口腔,rbm,0.4227,0
嘴脣,rbmb,0.3293,0
吊頂,rbmc,0.2779,0
喘不過氣,rbmfyrod,0.2489,0
嘴角,rbng,0.3086,0
喘氣,rbod,0.2493,0
吊打,rbqn,0.3958,0
踊躍,rbrg,0.2708,0
唏噓,rbrm,0.2619,0
吶喊,rbrr,0.2859,0
嘀咕,rbrr,0.2538,0
嘲諷,rbyi,0.4590,0
嘴上,rbym,0.3188,0
嘴邊,rbys,0.2635,0
嘴裏,rbyv,0.4382,0
蹦迪,rbyw,0.2550,0
只是,rcao,0.7612,0
只是爲了,rcaobfnn,0.4058,0
只是我,rcaohi,0.2589,0
只是在,rcaokg,0.4130,0
只是一個,rcaomor,0.4925,0
只是你,rcaoof,0.2497,0
只是個,rcaoor,0.3945,0
只是把,rcaoqu,0.2727,0
只是因爲,rcaowkbf,0.3793,0
只是說,rcaoyu,0.2860,0
只愛,rcbe,0.2538,0
只爲,rcbf,0.3458,0
只爲了,rcbfnn,0.2755,0
只用,rcbq,0.4041,0
只用了,rcbqnn,0.2870,0
只見,rcbu,0.3272,0
只針對,rccjti,0.2706,0
只想,rcdp,0.4366,0
只想着,rcdptu,0.2495,0
噴漆,rcee,0.2479,0
噴塗,rceg,0.2502,0
只賣,rcgc,0.2511,0
嚇壞,rcgv,0.2550,0
只顧,rchc,0.2593,0
噴泉,rche,0.2531,0
嚇得,rchi,0.3204,0
只得,rchi,0.3061,0
噴射,rchi,0.2595,0
噴的,rchi,0.2521,0
只剩,rchn,0.3760,0
只剩下,rchnmy,0.4231,0
只管,rchr,0.2715,0
只看,rchu,0.4628,0
只覺得,rchuhi,0.2840,0
只看到,rchumn,0.2945,0
只留下,rchwmy,0.2803,0
只靠,rchy,0.2942,0
只求,rcie,0.2731,0
只能,rcip,0.7349,0
只能用,rcipbq,0.3768,0
只能去,rcipgi,0.2764,0
只能算,rcipht,0.2703,0
只能看到,rciphumn,0.2624,0
只能靠,rciphy,0.3605,0
只能在,rcipkg,0.3862,0
只能做,rcipok,0.2634,0
只能通過,rcipybyr,0.3368,0
只能說,rcipyu,0.5846,0
只允許,rciuyj,0.2490,0
只寫,rcjf,0.2484,0
只有,rckb,0.7641,0
只有我,rckbhi,0.2523,0
只有自己,rckbhusu,0.2763,0
只有在,rckbkg,0.3983,0
只有一個,rckbmor,0.5150,0
只有他,rckbod,0.2489,0
只有你,rckbof,0.2719,0
只希望,rckbyg,0.2793,0
只在,rckg,0.4210,0
趴在,rckg,0.3031,0
只不過,rcmfyr,0.5938,0
只不過是,rcmfyrao,0.4125,0
只需,rcml,0.4433,0
只需要,rcmlmv,0.6118,0
員工,rcmm,0.6717,0
嚇到,rcmn,0.2598,0
嚇死,rcmp,0.2748,0
只可惜,rcmrpa,0.2819,0
噴霧,rcms,0.2740,0
只要,rcmv,0.7394,0
只要是,rcmvao,0.4458,0
只要我,rcmvhi,0.2627,0
只要能,rcmvip,0.3420,0
只要有,rcmvkb,0.3988,0
只要在,rcmvkg,0.2902,0
只要你,rcmvof,0.5548,0
只要你能,rcmvofip,0.2490,0
只要把,rcmvqu,0.2781,0
只負責,rcncqc,0.2560,0
噴子,rcnd,0.3001,0
嚇了,rcnn,0.2693,0
噴了,rcnn,0.2508,0
跡象,rcno,0.3201,0
嚇人,rco,0.3001,0
只會,rcoa,0.6180,0
只做,rcok,0.3647,0
只代表,rcopqv,0.2674,0
只佔,rcor,0.2847,0
只知道,rcoryu,0.3918,0
只怕,rcpa,0.2708,0
只比,rcpp,0.2517,0
嘖嘖,rcrc,0.2628,0
只喫,rcrk,0.2699,0
嚇唬,rcrn,0.2640,0
噴嚏,rcro,0.2485,0
嚇跑,rcru,0.2496,0
只屬於,rcsiyy,0.2478,0
只聽,rcsp,0.2733,0
只對,rcti,0.2870,0
只差,rctm,0.2499,0
趴着,rctu,0.2495,0
噴出,rcuu,0.2600,0
噴繪,rcva,0.2494,0
只好,rcvd,0.4443,0
只給,rcvr,0.2846,0
只買,rcwc,0.2591,0
只因,rcwk,0.2622,0
只因爲,rcwkbf,0.2539,0
只講,rcyb,0.2598,0
只適合,rcybor,0.2750,0
只讀,rcyc,0.2532,0
只談,rcyf,0.2636,0
只說,rcyu,0.3730,0
只記得,rcyuhi,0.2695,0
味精,rdfb,0.2567,0
噪聲,rdgj,0.3397,0
呼聲,rdgj,0.2717,0
踩坑,rdgn,0.2548,0
口才,rdh,0.2578,0
呼籲,rdhc,0.3378,0
呼和浩特,rdhrerhi,0.2589,0
味兒,rdhu,0.3012,0
味覺,rdhu,0.2588,0
呼應,rdip,0.2989,0
呆在,rdkg,0.3013,0
踩到,rdmn,0.2521,0
踩雷,rdmw,0.2628,0
嗓子,rdnd,0.3589,0
呆子,rdnd,0.2511,0
呆了,rdnn,0.3117,0
呼氣,rdod,0.2798,0
哮喘,rdrb,0.2632,0
呼呼,rdrd,0.3045,0
踩踩,rdrd,0.2919,0
咪咪,rdrd,0.2905,0
呆呆,rdrd,0.2690,0
呼吸,rdre,0.5280,0
呼吸機,rdredi,0.2577,0
呼吸困難,rdrewdtg,0.2517,0
呼吸道,rdreyu,0.2564,0
蹂躪,rdrg,0.2607,0
呼喚,rdrk,0.3009,0
呼叫,rdrl,0.3008,0
呼叫中心,rdrllp,0.2543,0
㗎喇,rdrn,0.6720,1
呼喊,rdrr,0.2580,0
呼嘯,rdrx,0.2580,0
呆着,rdtu,0.2844,0
踩着,rdtu,0.2697,0
噪點,rdwr,0.2498,0
噪音,rdya,0.4897,0
嗓音,rdya,0.3317,0
味道,rdyu,0.6505,0
口水,re,0.3227,0
吸粉,refh,0.2481,0
吸血,reht,0.2873,0
吸血鬼,rehthi,0.3111,0
吸附,reni,0.3171,0
吸引,renl,0.5836,0
吸引力,renlks,0.3913,0
吸引更多,renlmkni,0.2622,0
吸引了,renlnn,0.3449,0
吸引人,renlo,0.3665,0
吸了,renn,0.2510,0
吸氣,reod,0.3208,0
吸入,reoh,0.2832,0
吸毒,reqi,0.3098,0
吸取,rese,0.2859,0
吸菸,rety,0.3214,0
口渴,rev,0.2485,0
吸納,revb,0.2735,0
吸收,revk,0.5397,0
口糧,rfg,0.2495,0
喺度,rfie,0.7900,1
鳴人,rfo,0.3378,0
嘿嘿,rfrf,0.6530,0
嗚嗚,rfrf,0.2935,0
嗚嗚嗚,rfrfrf,0.2929,0
嘿嘿嘿,rfrfrf,0.2702,0
嘌呤,rfri,0.2487,0
喺邊,rfys,0.8580,1
雖是,rgao,0.2633,0
雖然,rgbf,0.7707,0
雖然是,rgbfao,0.4716,0
雖然沒有,rgbfeekb,0.3798,0
雖然有,rgbfkb,0.3568,0
雖然在,rgbfkg,0.3505,0
雖然不是,rgbfmfao,0.3313,0
雖然也,rgbfpd,0.2881,0
吐槽,rgda,0.5994,0
吐血,rght,0.2782,0
哇塞,rgjg,0.2639,0
唯有,rgkb,0.3954,0
雖有,rgkb,0.2738,0
唯獨,rgki,0.3685,0
唯一,rgm,0.6443,0
雖不,rgmf,0.2602,0
唯一的,rgmhi,0.5511,0
唯二,rgmm,0.2496,0
唯一一次,rgmmio,0.2601,0
呈現,rgmu,0.5702,0
呈現出,rgmuuu,0.3774,0
吐了,rgnn,0.2977,0
囉嗦,rgrf,0.6850,1
哇哇,rgrg,0.2561,0
哇哈哈哈,rgrrrrrr,0.2530,0
吐司,rgsr,0.2598,0
唯美,rgtk,0.2822,0
吐蕃,rgtw,0.3057,0
吐出,rguu,0.2641,0
吐出來,rguudo,0.2526,0
雖說,rgyu,0.4392,0
躍遷,rgyu,0.2627,0
口香糖,rhafr,0.2524,0
口臭,rhk,0.2768,0
吵架,rhkd,0.3839,0
吵鬧,rhlb,0.2527,0
口徑,rhm,0.3156,0
踢球,rhme,0.3578,0
吵醒,rhmm,0.2585,0
踢了,rhnn,0.2515,0
吵了,rhnn,0.2501,0
喺邊,rhnt,0.8580,1
呀係,rhof,0.6950,1
吻你,rhof,0.2483,0
吻合,rhor,0.2754,0
口舌,rhr,0.2480,0
叨叨,rhrh,0.2493,0
吩咐,rhri,0.2696,0
踢出,rhuu,0.2674,0
喺度,rhyke,0.7900,1
戰時,riai,0.2513,0
戰爭,ribd,0.6179,0
戰爭中,ribdl,0.3172,0
戰敗,ribk,0.2917,0
戰勝,ribs,0.4023,0
戰勝了,ribsnn,0.2728,0
戰亂,ribu,0.2795,0
戰機,ridi,0.2721,0
戰法,riei,0.2725,0
戰火,rif,0.2562,0
戰地,rigd,0.2740,0
戰場,righ,0.4573,0
戰場上,righym,0.2856,0
戰役,rihe,0.3929,0
戰後,rihe,0.3297,0
戰術,rihn,0.5548,0
踐行,rihn,0.2659,0
戰艦,riht,0.3034,0
戰神,riil,0.3362,0
嗤之以鼻,riiovohl,0.2712,0
