text,jyutping
臺,toi4
臻,zeon1
臼,kau5
臽,haam6
臾,jung5
臿,caap3
舀,jiu5
舁,jyu4
舂,zung1
舃,sik1
舄,sik1
舅,kau5
舅媽,kau5 maa1
舅舅,kau5 kau5
與,jyu4
與其,jyu5 kei4
與否,jyu5 fau2
與時俱進,jyu5 si4 keoi1 zeon3
與會,jyu5 wui2
與此同時,jyu5 ci2 tung4 si4
與生俱來,jyu5 sang1 keoi1 loi4
興,hing1
興奮,hing1 fan5
興奮劑,hing1 fan5 zai1
興建,hing1 gin3
興旺,hing1 wong6
興盛,hing1 sing6
興致,hing3 zi3
興致勃勃,hing1 zi3 but6 but6
興起,hing1 hei2
興趣,hing3 ceoi3
興隆,hing1 lung4
興高采烈,hing3 gou1 coi2 lit6
舉,geoi2
舉一反三,geoi2 jat1 faan2 saam1
舉例,geoi2 lai6
舉出,geoi2 ceot1
舉動,geoi2 dung6
舉報,geoi2 bou3
舉手,geoi2 sau2
舉措,geoi2 cou3
舉止,geoi2 zi2
舉行,geoi2 hang4
舉證,geoi2 zing3
舉起,geoi2 hei2
舉足輕重,geoi2 zuk1 hing1 cung5
舉辦,geoi2 baan6
舉重,geoi2 cung5
舊,gau6
舊愛,gau6 oi3
舊時,gau6 si2
舊金山,gau6 gam1 saan1
舋,jan3
舌,sit3
舌尖,sit3 zim1
舌頭,sit3 tau4
舍,se2
舎,se3
舏,gau2
舐,laai2
舑,daam1
舒,syu1
舒展,syu1 zin2
舒暢,syu1 coeng3
舒服,syu1 fuk6
舒緩,syu1 wun4
舒適,syu1 sik1
舓,saai5
舔,lem2
舕,taam3
舖,pou1
舗,pou3
舘,gun2
舙,jyu5
舚,daam1
舛,cyun2
舜,seon3
舝,hat6
舞,mou5
舞動,mou5 dung6
舞廳,mou5 teng1
舞會,mou5 wui2
舞步,mou5 bou6
舞蹈,mou5 dou6
舟,zau1
舠,dou1
舡,gong1
舢,saan1
舤,faan4
舥,paa1
舦,taai5
舧,faan4
舨,baan2
舩,syun4
航,hong4
航天,hong4 tin1
航拍,hong4 paak3
航海,hong4 hoi2
航班,hong4 baan1
航空,hong4 hung1
航空公司,hong4 hung1 gung1 si1
航線,hong4 sin3
航行,hong4 hang4
航運,hong4 wan6
航道,hong4 dou6
舫,fong2
般,baan1
舭,bei2
舮,lou4
舯,zung1
舲,lang1
舳,zuk6
舴,zaak3
舵,taai5
舶,baak3
舷,jin4
舸,go2
船,syun4
船員,syun4 jyun4
船舶,syun4 bok6
船長,syun4 zoeng2
船隻,syun4 zek3
舺,gaap3
舼,hung4
舽,fung4
舾,sai1
舿,kwaa3
艀,fau4
艁,zou6
艂,fung4
艃,lei4
艄,saau1
艅,jyu4
艆,long4
艇,teng3
艈,juk1
艉,mei5
艊,bok6
艋,maang5
艌,lim6
艍,geoi1
艎,wong4
艏,sau2
艐,gaai3
艑,bin1
艒,muk6
艓,dip6
艔,dou2
艕,bong3
艖,caa1
艗,jik6
艘,sau1
艙,cong1
艚,cou4
艛,lau4
艜,daai3
艝,syut3
艞,jiu6
艟,cung1
艠,dang1
艡,dong1
艢,coeng4
艣,lou5
艤,ngai5
艥,zip3
艦,laam6
艦艇,laam6 teng5
艦隊,laam6 deoi2
艧,wok6
艨,mung4
艩,cai4
艪,lou5
艫,lou4
艬,caam4
艭,soeng1
艮,gan3
良,loeng4
良久,loeng4 gau2
良好,loeng4 hou2
良心,loeng4 sam1
良性,loeng4 sing3
良機,loeng4 gei1
良知,loeng4 zi1
良種,loeng4 zung2
艱,gaan1
艱苦,gaan1 fu2
艱辛,gaan1 san1
艱鉅,gaan1 geoi6
艱難,gaan1 naan4
色,sik1
色差,sik1 caa1
色彩,sik1 coi2
色情,sik1 cing4
色溫,sik1 wan1
色澤,sik1 zaak6
色狼,sik1 long4
色相,sik1 soeng3
色素,sik1 sou3
色調,sik1 diu6
艴,but6
艵,ping1
艶,jim6
艷,jim6
艸,cou2
艻,lak6
艼,ding2
艽,gaau1
艾,ngaai6
艿,jing4
芀,siu4
芁,kau4
芃,pung4
芄,jyun4
芅,jik6
芆,ngaai6
芇,min4
芉,gon1
芊,cin1
芋,jyu1
芋頭,wu6 tau2
芌,wu6
芍,coek3
芎,gung1
芏,dou6
芐,haa6
芑,hei2
芒,fong2
芒果,mong1 gwo2
芓,zi2
芔,wai2
芕,zik6
芖,zi6
芘,bei3
芙,fu4
芙蓉,fu4 jung4
芚,ceon1
芛,jyut6
芝,zi1
芝加哥,zi1 gaa1 go1
芝士,zi1 si2
芝麻,zi1 maa4
芞,hat1
芟,saam1
芠,man4
芡,him3
芢,jan4
芣,fau4
芤,haau1
芥,gaai3
芧,cyu5
芨,gap1
芩,kam4
芪,kei4
芫,jim4
芬,fan1
芬芳,fan1 fong1
芬蘭,fan1 laan4
芭,baa1
芮,jeoi6
芯,sam1
芰,gei6
花,faa1
花冠,faa1 gun1
花卉,faa1 wai2
花哨,faa1 saau3
花園,faa1 jyun2
花店,faa1 dim3
花式,faa1 sik1
花心,faa1 sam1
花旗,faa1 kei4
花木,faa1 muk6
花朵,faa1 do2
花椒,faa1 ziu1
花樣,faa1 joeng2
花瓣,faa1 baan6
花瓶,faa1 ping4
花生,faa1 sang1
花粉,faa1 fan2
花紋,faa1 man4
花絮,faa1 seoi5
花花公子,faa1 faa1 gung1 zi2
花草,faa1 cou2
花費,faa1 fai3
花邊,faa1 bin1
花銷,faa1 siu1
花錢,faa1 cin2
芲,faa1
芳,fong1
芳心,fong1 sam1
芳香,fong1 hoeng1
芴,fat1
芵,kyut3
芶,gau2
芷,zi2
芸,wan4
芹,kan2
芹菜,kan4 coi3
芺,ou3
芻,co1
芼,mou4
芽,ngaa4
芾,fai3
芿,jing4
苀,gong1
苂,jam4
苃,jau5
苄,bin6
苅,ngaai6
苆,cit3
苉,pat1
苊,ak1
苐,dai6
苑,jyun2
苒,jim5
苓,ling4
苔,toi1
苕,siu4
苖,cuk1
苗,miu4
苘,gwing2
苙,lap1
苚,jung6
苛,ho1
苛刻,ho1 hak1
苛責,ho1 zaak3
苜,muk6
苝,bui6
苞,baau1
苟,gau2
苠,man4
苡,ji5
苢,ji5
苣,geoi6
苤,pei2
若,je5
若干,joek6 gon1
若是,joek6 si6
苦,fu2
苦力,fu2 lik6
苦心,fu2 sam1
苦悶,fu2 mun6
苦惱,fu2 nou5
苦澀,fu2 gip3
苦瓜,fu2 gwaa1
苦笑,fu2 siu3
苦練,fu2 lin6
苦難,fu2 naan6
苧,cyu5
苨,nai5
苩,baak6
苪,bing2
苫,sim1
苬,cau4
苭,jiu2
苮,sin1
苯,bun2
苰,wang4
英,jing1
英俊,jing1 zeon3
英倫,jing1 leon4
英勇,jing1 jung5
英國,jing1 gwok3
英國人,jing1 gwok3 jan4
英寸,jing1 cyun3
英尺,jing1 cek3
英文,jing1 man2
英明,jing1 ming4
英格蘭,jing1 gaak3 laan4
英語,jing1 jyu5
英超,jing1 ciu1
英里,jing1 lei5
英鎊,jing1 bong2
英雄,jing1 hung4
苲,zaa2
苳,dung1
苴,caa1
苵,dit6
苶,nip6
苷,gam1
苸,fu1
苹,ping4
苺,mui4
苻,fu4
苼,sang1
苽,gu1
苾,bat6
苿,mei6
茀,bat6
茁,cyut3
茂,mau6
茂盛,mau6 sing6
范,faan6
茄,gaa1
茄子,ke2 zi2
茅,maau4
茆,lau5
茇,baat6
茈,caai4
茉,mut6
茉莉,mut6 lei2
茊,zi1
茋,zi2
茌,ci4
茍,gik1
茐,cung1
茒,jyun2
茓,jyut6
茖,gaak3
茗,ming4
茘,lai6
茙,jung4
茚,jan3
茛,gan3
茜,sai1
茝,coi2
茞,coi2
茟,jyut6
茠,hou1
茡,zi6
茢,lit6
茣,ng4
茤,do1
茥,gwai1
茦,caak3
茧,gaan2
茨,ci4
茩,hau6
茪,gwong1
茫,mong4
茫然,mong4 jin4
茫茫,mong4 mong4
茬,caa4
茭,gaau1
茮,ziu1
茯,fuk6
茰,jyu4
茱,syu4
茲,ci4
茳,gong1
茴,wui4
茵,jan1
茶,caa4
茶几,caa4 gei1
茶杯,caa4 bui1
茶樓,caa4 lau4
茶水,caa4 seoi2
茶葉,caa4 jip6
茶道,caa4 dou6
茶館,caa4 gun2
茷,bui6
茸,jung4
茹,jyu4
茺,cung1
茻,mong5
茼,tung4
茽,zung6
茾,hin1
茿,zuk1
荀,seon1
荁,wun4
荂,fu1
荃,cyun4
荄,goi1
荅,daap3
荇,hang6
荈,cyun2
草,cou2
草原,cou2 jyun4
草叢,cou2 cung4
草圖,cou2 tou4
草地,cou2 dei6
草坪,cou2 ping4
草木,cou2 muk6
草根,cou2 gan1
草案,cou2 on3
草率,cou2 seot1
草稿,cou2 gou2
草莓,cou2 mui2
草藥,cou2 joek6
荊,ging1
荊棘,ging1 gik1
荋,ji4
荌,on3
荍,kiu4
荎,ci4
荏,jam3
荐,zin3
荑,ji4
荒,fong1
荒唐,fong1 tong4
荒廢,fong1 fai3
荒涼,fong1 loeng4
荒蕪,fong1 mou4
荒誕,fong1 daan3
荒謬,fong1 mau6
荒野,fong1 je5
荓,ping4
荔,lai6
荔枝,lai6 zi1
荕,gan1
荖,lou5
荗,seot6
荘,zong1
荢,zi6
荰,dou6
荱,mei5
荲,huk1
荳,dau2
荴,fu1
荵,jan2
荶,jam4
荷,ho4
荷爾蒙,ho6 ji5 mung4
荷花,ho4 faa1
荷葉,ho4 jip6
荷蘭,ho4 laan1
荸,but6
荹,bou6
荺,wan5
荻,dik6
荼,caa4
荽,sai1
荾,seoi1
荿,sing4
莀,san4
莁,mou4
莂,bit6
莃,hei1
莄,gang2
莆,fu2
莇,zo6
莈,mut6
莉,lei6
莊,zong1
莊嚴,zong1 jim4
莊園,zong1 jyun4
莊子,zong1 zi2
莊家,zong1 gaa1
莊稼,zong1 gaa3
莊重,zong1 zung6
莋,zok6
莌,tyut3
莍,kau4
莎,saa1
莎士比亞,saa1 si6 bei2 aa3
莏,co1
莐,cam4
莑,pung4
莒,geoi2
莓,mui4
莔,maang4
莕,hang6
莖,ging1
莗,ce1
莘,san1
莙,gwan1
莚,jin4
莛,ting4
莜,jau4
莝,co3
莞,gun1
莟,ham6
莠,jau5
莡,cok3
莢,gaap3
莣,mong4
莤,jau4
莥,nau5
莦,saau1
莧,jin6
莨,loeng4
莩,fu1
莪,ngo4
莫,mok6
莫名其妙,mok6 ming4 kei4 miu6
莫大,mok6 daai6
莫扎特,mok6 zaat3 dak6
莫斯科,mok6 si1 fo1
莫過於,mok6 gwo3 jyu1
莫非,mok6 fei1
莬,man6
莭,zit3
莮,naam4
莯,muk6
莰,ham2
莵,tou3
莻,jing4
莽,mong5
莾,mong5
莿,ci3
菀,jyun2
菁,cing1
菂,dik1
菃,keoi4
菄,dung1
菅,gaan1
菆,cyun4
菇,gu1
菈,laap6
菉,luk6
菊,guk1
菊花,guk1 faa1
菋,mei6
菌,kwan2
菍,nip6
菎,kwan1
菏,go1
菐,duk6
菑,zi1
菒,gou2
菓,gwo2
菔,baak6
菕,leon4
菖,coeng1
菗,cau4
菘,sung1
菙,ceoi4
菚,zaan6
菛,mun4
菜,coi3
菜刀,coi3 dou1
菜單,coi3 daan1
菜譜,coi3 pou2
菜餚,coi3 ngaau4
菝,bat6
菞,lai4
菟,tou3
菠,bo1
菠菜,bo1 coi3
菠蘿,bo1 lo4
菡,aam2
菢,bou6
菣,kin3
菤,gyun2
菥,sik1
菦,kan4
菧,dai2
菨,cip3
菩,pou4
菩薩,pou4 saat3
菪,dong6
菫,gan2
菬,ciu4
菭,toi4
菮,gang1
華,faa1
華人,waa4 jan4
華僑,waa4 kiu4
華南,waa4 naam4
華夏,waa4 haa6
華山,waa6 saan1
華文,waa4 man4
華盛頓,waa4 sing6 deon6
華裔,waa4 jeoi6
華語,waa4 jyu5
華麗,waa4 lai6
菰,gu1
菱,ling4
菲,fei1
菲律賓,fei1 leot6 ban1
菳,gam1
菴,am1
菵,mong5
菶,bung2
菷,zaau2
菸,jin1
菹,zeoi1
菺,gin1
菻,lam4
菼,cim1
菽,suk1
菾,tim4
菿,doek3
萀,fu2
萁,gei1
萂,wo4
萃,seoi6
萃取,zyut3 ceoi2
萄,tou4
萅,ceon1
萆,bei1
萇,coeng4
萈,wun4
萉,fai6
萊,loi4
萋,cai1
萌,mang4
萌生,mang4 sang1
萌發,mang4 faat3
萌芽,mang4 ngaa4
萍,ping4
萎,wai1
萎縮,wai2 suk1
萏,daam6
萐,saap3
萑,wun4
萒,gyun6
萓,ji4
萔,tiu4
萕,cai5
萖,gun1
萗,caak3
萘,noi6
萙,zam2
萛,gau1
萜,tip3
萞,bei1
萟,ngai6
萠,pang4
萡,bok6
萢,paau1
萣,ding6
萩,cau1
萪,fo1
萫,hoeng3
萬,maak6
萬一,maan6 jat1
萬分,maan6 fan1
萬千,maan6 cin1
萬惡,maan6 ok3
萬有引力,maan6 jau5 jan5 lik6
萬歲,maan6 seoi3
萬物,maan6 mat6
萬聖節,maan6 sing3 zit3
萬能,maan6 nang4
萬萬,maan6 maan6
萬象,maan6 zoeng6
萬金油,maan6 gam1 jau4
萭,geoi2
萮,jyu4
萯,fu5
萰,lin6
萱,hyun1
萲,hyun1
萳,naam4
萴,zak1
萵,wo1
萶,ceon2
萷,siu1
萸,jyu4
萹,bin1
萺,mou6
萻,am1
萼,ngok6
落,laai3
落伍,lok6 ng5
落入,lok6 jap6
落地,lok6 dei6
落寞,lok6 mok6
落實,lok6 sat6
落幕,lok6 mok6
落後,lok6 hau6
落成,lok6 sing4
落戶,lok6 wu6
落日,lok6 jat6
落水,lok6 seoi2
落淚,lok6 leoi6
落空,lok6 hung1
落網,lok6 mong5
落花,lok6 faa1
落葉,lok6 jip6
落選,lok6 syun2
落馬,lok6 maa5
落點,lok6 dim2
萾,jing4
萿,kut3
葀,kut3
葁,goeng1
葂,maan5
葃,zaak6
葄,zou6
葅,zeoi1
葆,bou2
葇,jau4
葈,saai2
葉,jip6
葉子,jip6 zi2
葉片,jip6 pin3
葉酸,jip6 syun1
葊,am1
葋,keoi4
葌,gaan1
葍,fuk1
葎,leot6
葏,zin1
葐,pun4
葑,fung1
葒,hung4
葓,hung4
葔,hau4
葕,jin4
葖,dat6
著,zoek3
著作,zyu3 zok3
著名,zyu3 ming4
著稱,zyu3 cing1
葘,zi1
葙,soeng1
葚,sam4
葛,got3
葜,hat6
葝,ging3
葞,mei5
葟,wong4
葠,sam1
葡,pou4
葡萄,pou4 tou4
葡萄牙,pou4 tou4 ngaa4
葡萄糖,pou4 tou4 tong4
葡萄酒,pou4 tou4 zau2
葢,gap3
董,dung2
董事,dung2 si6
董事會,dung2 si6 wui2
董事長,dung2 si6 zoeng2
葤,zau6
葥,zin3
葦,wai5
葧,but6
葨,wui1
葩,baa1
葪,gaai3
葫,wu4
葫蘆,wu4 lou2
葬,zong3
葬禮,zong3 lai5
葭,gaa1
葮,dyun6
葯,joek3
葰,seoi1
葱,cung1
葲,cyun4
葳,wai1
葴,zam1
葵,kwai4
葶,ting4
葷,fan1
葸,saai2
葹,si1
葺,cap1
葻,laam4
葼,zung1
葽,jiu1
葾,jyun1
葿,mei4
蒀,wan1
蒁,wat6
蒂,dai3
蒃,syun6
蒄,gun1
蒅,jim5
蒆,hoe1
蒈,kaai2
蒊,faa1
蒍,wai2
蒎,paai3
蒏,wing6
蒐,sau1
蒐尋,sau2 cam4
蒐集,sau1 zaap6
蒑,jan1
蒒,si1
蒓,seon4
蒔,si4
蒕,wan1
蒖,zan1
蒗,long5
蒘,jyu4
蒙,mung4
蒙上,mung4 soeng5
蒙古,mung4 gu2
蒙版,mung4 baan2
蒙蔽,mung4 bai3
蒚,hat6
蒛,kyut3
蒜,syun3
蒝,jyun4
蒞,lei6
蒟,geoi2
蒠,sik1
蒡,bong2
蒢,ceoi4
蒣,ceoi4
蒤,tou4
蒥,lau4
蒦,wok6
蒧,dim2
蒨,sin3
蒩,zou1
蒪,pok3
蒫,co4
蒬,jyun1
蒭,co1
蒮,juk6
蒯,faai3
蒰,pun4
蒱,pou4
蒲,bok6
蒲公英,pou4 gung1 jing1
蒳,laap6
蒴,sok3
蒵,hai4
蒶,fan4
蒷,wan4
蒸,zing1
蒸氣,zing1 hei3
蒸汽,zing1 hei3
蒸發,zing1 faat3
蒸發器,zing1 faat3 hei3
蒸餾,zing1 lau6
蒹,gim1
蒺,zaat6
蒻,joek6
蒼,cong1
蒼天,cong1 tin1
蒼涼,cong1 loeng4
蒼白,cong1 baak6
蒼老,cong1 lou5
蒼蠅,cong1 jing4
蒽,jan1
蒾,mai4
蒿,hou1
蓀,syun1
蓁,ceon4
蓂,mik6
蓃,sau1
蓄,cuk1
蓄電池,cuk1 din6 ci4
蓅,lau4
蓆,zek6
蓇,gwat1
蓈,long4
蓉,jung4
蓊,jung2
蓋,gap3
蓋上,koi3 soeng5
蓋子,goi3 zi2
蓌,co3
蓍,si1
蓎,tong4
蓏,lo2
蓐,juk6
蓑,so1
蓒,hin1
蓓,pui4
蓔,guk1
蓕,gwai3
蓖,bai1
蓗,zung2
蓙,zo6
蓚,tiu4
蓛,caak3
蓜,pui3
蓞,daam6
蓡,sam1
蓢,long5
蓤,ling4
蓧,diu6
蓨,sau1
蓩,mou6
蓪,tung1
蓫,zuk6
蓬,fung4
蓬勃,fung4 but6
蓬鬆,fung4 sung1
蓭,am1
蓮,lin4
蓮子,lin4 zi2
蓮花,lin4 faa1
蓯,cung1
蓰,saai2
蓱,ping4
蓲,jau1
蓳,gan2
蓴,seon4
蓵,zit6
蓶,wai4
蓷,teoi1
蓸,cou4
蓹,jyu6
蓺,ngai6
蓻,cap1
蓼,liu5
蓽,bat1
蓾,lou5
蓿,suk1
蔀,bou6
蔁,zoeng1
蔂,leoi4
蔃,goeng2
蔄,maan6
蔅,jin4
蔆,ling4
蔇,gei3
蔈,biu1
蔉,gwan2
蔊,hon2
蔋,dik6
蔌,cuk1
蔍,cou1
蔎,cit3
蔏,soeng1
蔐,dik6
蔑,mit6
蔑視,mit6 si6
蔒,fan1
蔓,maan4
蔓延,maan6 jin4
蔔,baak6
蔕,daai3
蔖,co4
蔗,ze3
蔘,saam1
蔙,syun4
蔚,wai3
蔚藍,wai3 laam4
蔛,huk6
蔜,ngou4
蔝,mai5
蔞,lau4
蔟,cau3
蔠,zung1
蔡,coi3
蔢,po4
蔣,zoeng1
蔤,mat6
蔥,cung1
蔥花,cung1 faa1
蔦,niu5
蔧,seoi6
蔨,gyun6
蔩,jan4
蔪,saam1
蔫,jin1
蔬,so1
蔬菜,so1 coi3
蔭,jam1
蔮,kui3
蔯,can4
蔰,wu6
蔱,saat3
蔲,kau3
蔳,sin6
蔴,maa4
蔵,cong4
蔶,zaak3
蔸,dau1
蔻,kau3
蔽,bai3
蔾,lai4
蔿,wai2
蕀,gik1
蕁,cam4
蕂,sing3
蕃,bo3
蕄,man4
蕅,ngau5
蕆,cin2
蕇,din2
蕈,cam5
蕉,ziu1
蕊,jeoi5
蕋,jeoi5
蕌,leoi5
蕍,jyu4
蕎,kiu4
蕏,cyu4
蕐,waa4
蕑,gaan1
蕒,maai5
蕓,wan4
蕔,bou1
蕕,jau4
蕖,keoi4
蕗,lou6
蕘,jiu4
蕙,wai6
蕚,ngok6
蕛,tai4
蕜,fei2
蕝,zyut3
蕞,zeoi3
蕟,faat3
蕠,jyu4
蕡,fan4
蕢,gwai6
蕣,seon3
蕤,jeoi4
蕥,ngaa5
蕦,seoi1
蕧,fuk6
蕨,kyut3
蕩,dong6
蕪,mou4
蕫,dung2
蕬,si1
蕭,siu1
蕭條,siu1 tiu4
蕭蕭,siu1 siu1
蕮,sik1
蕯,saat3
蕱,saau2
蕳,gaan1
蕵,syun1
蕶,ling4
蕷,jyu6
蕸,haa4
蕹,ung3
蕺,cap1
蕻,hung4
蕼,sei3
蕽,nung4
蕾,leoi4
蕾絲,leoi4 si1
蕿,hyun1
薀,wan1
薁,juk1
薂,hat6
薃,hou6
薄,bok6
薄弱,bok6 joek6
薄荷,bok6 ho4
薅,hou1
薆,oi3
薇,mei4
薈,kui2
薈萃,wui6 seoi6
薉,wai3
薊,gai3
薋,ci4
薌,hoeng1
薍,waan6
薎,mit6
薏,ji3
薐,ling4
薑,goeng1
薒,caan3
薓,sam1
薔,coeng4
薔薇,coeng4 mei4
薕,lim4
薖,fo1
薗,jyun4
薘,daat6
薙,tai3
薚,tong1
薛,sit3
薜,baak3
薝,zim1
薞,syun1
薟,cim1
薠,faan4
薡,ding2
薢,gaai1
薣,gu2
薤,haai6
薥,suk6
薦,zin3
薧,haau2
薨,gwang1
薩,saat3
薪,san1
薪水,san1 seoi2
薪酬,san1 cau4
薪金,san1 gam1
薫,fan1
薬,joek6
薭,baai6
薯,syu2
薯條,syu4 tiu2
薯片,syu4 pin2
薰,fan1
薰衣草,fan1 ji1 cou2
薰陶,fan1 tou4
薱,deoi6
薲,pan4
薳,jyun5
薴,ning4
薵,cau4
薶,maai4
薷,jyu4
薸,piu1
薹,toi4
薺,cai4
薻,zou2
薼,can4
薽,zan1
薾,ji5
薿,ji5
藀,jing4
藁,gou2
藂,cung4
藃,hiu1
藄,kei4
藅,fat6
藆,gin2
藇,jyu6
藈,gwai1
藉,ze3
藉口,ze3 hau2
藉此,zik6 ci2
藊,bin2
藋,diu3
藌,mat6
藍,laam4
藍圖,laam4 tou4
藍天,laam4 tin1
藍寶石,laam4 bou2 sek6
藍牙,laam4 ngaa4
藍籌,laam4 cau4
藍籌股,laam4 cau4 gu2
藍色,laam4 sik1
藎,zeon2
藏,cong4
藏品,cong4 ban2
藏族,zong6 zuk6
藏書,cong4 syu1
藏獒,zong6 ngou4
藐,miu5
藑,king4
藒,kit3
藔,liu4
藕,ngau5
藖,haan4
藗,cuk1
藘,leoi4
藙,ngai6
藚,zuk6
藛,se2
藜,lai4
藝,ngai6
藝人,ngai6 jan4
藝術,ngai6 seot6
藝術品,ngai6 seot6 ban2
藞,lo5
藟,leoi5
藠,kiu5
藡,dik6
藢,zi2
藣,bei1
藤,tang4
藥,joek6
藥丸,joek6 jyun2
藥劑,joek6 zai1
藥品,joek6 ban2
藥房,joek6 fong4
藥效,joek6 haau6
藥方,joek6 fong1
藥材,joek6 coi4
藥水,joek6 seoi2
藥物,joek6 mat6
藥用,joek6 jung6
藦,mo4
藧,wun6
藨,biu1
藩,faan4
藪,sau2
藫,taam4
藬,teoi1
藭,kung4
藮,ciu4
藯,wai3
藰,lau4
藱,wui4
藲,au1
藳,gou2
藴,wan3
藵,bou2
藶,lik6
藷,syu4
藸,cyu4
藹,oi2
藺,leon6
藻,zou2
藼,hyun1
藽,can3
藾,laai3
藿,fok3
蘀,tok3
蘁,ng6
蘂,jeoi5
蘃,jeoi5
蘄,kei4
蘅,hang4
蘆,lou4
蘆葦,lou4 wai5
蘆薈,lou4 wui6
蘇,sou1
蘇丹,sou1 daan1
蘇州,sou1 zau1
蘇格蘭,sou1 gaak3 laan4
蘇聯,sou1 lyun4
蘈,teoi4
蘉,mong4
蘊,wan1
蘊含,wan5 ham4
蘊涵,wan2 haam4
蘊藏,wan5 cong4
蘋,pan4
蘋果,ping4 gwo2
蘌,jyu5
蘍,fan1
蘎,kei3
蘏,gwing2
蘐,hyun1
蘑,mo4
蘑菇,mo4 gu1
蘒,cau1
蘓,sou1
蘔,gwing2
蘕,pung4
蘗,baak3
蘘,joeng4
蘙,ai3
蘚,sin2
蘛,juk6
蘜,guk1
蘝,lim5
蘞,lim4
蘟,jan2
蘠,coeng4
蘡,jing1
蘢,lung4
蘣,tau2
蘤,faa1
蘥,joek6
蘦,ling4
蘧,keoi4
蘨,jiu4
蘩,faan4
蘪,mei4
蘫,ham3
蘬,kwai1
蘭,laan4
蘭州,laan4 zau1
蘭花,laan4 faa1
蘮,gai3
蘯,dong6
蘰,maan6
蘱,leoi6
蘲,leoi4
蘳,fai1
蘴,fung1
蘵,zik1
蘶,ngai6
蘷,kwai4
蘸,zaam3
蘹,waai4
蘺,lei4
蘻,gai3
蘼,mei4
蘽,leoi5
蘾,waai6
蘿,lo4
蘿莉,lo4 lei6
蘿蔔,lo4 baak6
虀,zai1
虁,kwai4
虂,lou6
虃,cim1
虄,saat3
虅,tang4
虆,leoi4
虇,hyun2
虈,hiu1
虉,jik6
虊,lyun4
虋,mun4
虌,bit3
虍,fu1
虎,fu2
虐,joek6
虐待,joek6 doi6
虒,si1
虓,haau1
虔,kin4
虔誠,kin4 sing4
處,cyu2
處世,cyu5 sai3
處事,cyu5 si6
處分,cyu2 fan1
處境,cyu2 ging2
處女,cyu5 neoi5
處女座,cyu5 neoi5 zo6
處女膜,cyu5 neoi5 mok2
處方,cyu2 fong1
處於,cyu5 jyu1
處死,cyu2 sei2
處決,cyu5 kyut3
處理,cyu2 lei5
處理器,cyu2 lei5 hei3
處理方法,cyu2 lei5 fong1 faat3
處男,cyu5 naam4
處置,cyu5 zi3
處罰,cyu2 fat6
處長,cyu3 zoeng2
虖,fu1
虗,heoi1
虘,co4
虙,fuk6
虛,heoi1
虛假,heoi1 gaa2
虛幻,heoi1 waan6
虛弱,heoi1 joek6
虛心,heoi1 sam1
虛擬,heoi1 ji4
虛榮,heoi1 wing4
虛榮心,heoi1 wing4 sam1
虛構,heoi1 gau3
虛無,heoi1 mou4
虛無縹緲,heoi1 mou4 piu1 miu5
虜,lou5
虝,fu2
虞,jyu4
號,hou4
號召,hou6 ziu6
號召力,hou6 ziu6 lik6
號碼,hou6 maa5
號稱,hou6 cing1
號角,hou6 gok3
虠,gaau2
虡,geoi6
虢,gwik1
虣,bou6
虤,ngaan4
虥,zaan6
虦,zaan6
虧,kwai1
虧損,kwai1 syun2
虧本,kwai1 bun2
虨,ban1
虩,gwik1
虪,suk1
虫,cung4
虭,diu1
虮,gei2
虯,kau4
虰,cing1
虱,sat1
虲,buk1
虳,dik1
虴,zaak3
虵,se4
虶,jyu1
虷,gon1
虸,zi2
虹,hung4
虺,fui1
虻,mang4
虼,gat1
蚄,fong1
蚅,ak1
蚆,baa1
蚇,cek3
蚈,hin1
蚉,man1
蚊,man1
蚊子,man1 zi2
蚋,jeoi6
蚌,pong5
蚍,pei4
蚎,jyut6
蚏,jyut6
蚐,gwan1
蚑,kei4
蚒,jim4
蚓,jan5
蚔,kei4
蚕,caam4
蚖,jyun4
蚗,kyut3
蚘,wui4
蚙,kam4
蚚,kei4
蚛,dung6
蚜,ngaa4
蚝,ci3
蚞,muk6
蚟,wong4
蚠,fan4
蚡,fan4
蚢,hong4
蚣,gung1
蚤,zou2
蚥,fu2
蚦,jim4
蚧,gaai3
蚨,fu3
蚩,ci1
蚪,dau2
蚫,baau1
蚭,nei4
蚮,taai3
蚯,jau1
蚯蚓,jau1 jan5
蚰,jau4
蚱,zaa3
蚲,ping4
蚳,ci4
蚴,jau2
蚵,ho4
蚶,ham1
蚷,geoi6
蚸,cik1
蚹,fu6
蚺,jim4
蚻,zaat3
蚼,au1
蚽,pei4
蚾,bo3
蚿,jin4
蛀,zyu3
蛀牙,zyu3 ngaa4
蛁,diu1
蛂,bit6
蛃,bing2
蛄,gu1
蛅,jim4
蛆,ceoi1
蛇,ji4
蛈,tit3
蛉,ling4
蛋,daan2
蛋白,daan2 baak2
蛋白質,daan2 baak6 zat1
蛋糕,daan6 gou1
蛋蛋,daan4 daan2
蛋黃,daan2 wong2
蛌,gu2
蛍,jing4
蛐,kuk1
蛑,mau4
蛒,gaak3
蛓,ci3
蛔,wui4
蛕,wui4
蛖,mong4
蛗,fau6
蛘,joeng4
蛙,waa1
蛚,lit6
蛛,zyu1
蛜,ji1
蛝,haan4
蛞,fut3
蛟,gaau1
蛠,lai6
蛡,jik6
蛢,ping4
蛣,kit3
蛤,gaap3
蛤蟆,haa1 mou1
